Date,Hour,Type,Solve Time
2024-06-17,0,SCED,1.9629
2024-06-17,1,SCED,2.5601
2024-06-17,2,SCED,1.7837
2024-06-17,3,SCED,1.826
2024-06-17,4,SCED,1.7563
2024-06-17,5,SCED,1.7762
2024-06-17,6,SCED,1.0966
2024-06-17,7,SCED,1.0837
2024-06-17,8,SCED,1.1563
2024-06-17,9,SCED,1.4942
2024-06-17,10,SCED,1.1481
2024-06-17,11,SCED,1.14
2024-06-17,12,SCED,1.4949
2024-06-17,13,SCED,1.7321
2024-06-17,14,SCED,1.6436
2024-06-17,15,SCED,1.6895
2024-06-17,16,SCED,1.3456
2024-06-17,17,SCED,1.3373
2024-06-17,18,SCED,1.7473
2024-06-17,19,SCED,1.3835
2024-06-17,20,SCED,5.0379
2024-06-17,21,SCED,2.1434
2024-06-17,22,SCED,2.0419
2024-06-17,23,SCED,1.5111
