Date,Hour,Type,Solve Time
2024-03-29,0,SCED,1.107
2024-03-29,1,SCED,1.0103
2024-03-29,2,SCED,1.0103
2024-03-29,3,SCED,1.0144
2024-03-29,4,SCED,1.0277
2024-03-29,5,SCED,0.9696
2024-03-29,6,SCED,0.9288
2024-03-29,7,SCED,0.9411
2024-03-29,8,SCED,0.927
2024-03-29,9,SCED,0.9087
2024-03-29,10,SCED,0.9453
2024-03-29,11,SCED,0.9194
2024-03-29,12,SCED,0.9188
2024-03-29,13,SCED,0.9129
2024-03-29,14,SCED,0.9338
2024-03-29,15,SCED,0.8526
2024-03-29,16,SCED,0.8663
2024-03-29,17,SCED,0.8544
2024-03-29,18,SCED,0.8678
2024-03-29,19,SCED,0.8554
2024-03-29,20,SCED,0.8629
2024-03-29,21,SCED,0.8484
2024-03-29,22,SCED,0.8695
2024-03-29,23,SCED,0.8495
