Date,Hour,Type,Solve Time
2024-06-17,0,SCED,2.0863
2024-06-17,1,SCED,1.7822
2024-06-17,2,SCED,1.7871
2024-06-17,3,SCED,1.8247
2024-06-17,4,SCED,1.8115
2024-06-17,5,SCED,1.8387
2024-06-17,6,SCED,1.2165
2024-06-17,7,SCED,1.1829
2024-06-17,8,SCED,1.0437
2024-06-17,9,SCED,1.8743
2024-06-17,10,SCED,1.3651
2024-06-17,11,SCED,3.1601
2024-06-17,12,SCED,1.6308
2024-06-17,13,SCED,1.5494
2024-06-17,14,SCED,4.0655
2024-06-17,15,SCED,1.7755
2024-06-17,16,SCED,1.8105
2024-06-17,17,SCED,3.7117
2024-06-17,18,SCED,1.6936
2024-06-17,19,SCED,1.7772
2024-06-17,20,SCED,4.7639
2024-06-17,21,SCED,2.8505
2024-06-17,22,SCED,2.0685
2024-06-17,23,SCED,1.5033
