Date,Hour,Type,Solve Time
2024-06-17,0,SCED,2.5398
2024-06-17,1,SCED,2.139
2024-06-17,2,SCED,2.1563
2024-06-17,3,SCED,2.1624
2024-06-17,4,SCED,2.1678
2024-06-17,5,SCED,2.1734
2024-06-17,6,SCED,1.3417
2024-06-17,7,SCED,1.2887
2024-06-17,8,SCED,1.418
2024-06-17,9,SCED,1.5156
2024-06-17,10,SCED,1.8819
2024-06-17,11,SCED,3.0584
2024-06-17,12,SCED,2.0416
2024-06-17,13,SCED,3.4738
2024-06-17,14,SCED,3.5377
2024-06-17,15,SCED,2.2289
2024-06-17,16,SCED,2.7915
2024-06-17,17,SCED,1.914
2024-06-17,18,SCED,2.8729
2024-06-17,19,SCED,1.9359
2024-06-17,20,SCED,1.8978
2024-06-17,21,SCED,2.9436
2024-06-17,22,SCED,2.9598
2024-06-17,23,SCED,2.7757
