Date,Hour,Type,Solve Time
2024-08-20,0,SCED,1.9736
2024-08-20,1,SCED,1.7401
2024-08-20,2,SCED,1.7712
2024-08-20,3,SCED,1.7354
2024-08-20,4,SCED,5.8457
2024-08-20,5,SCED,1.7356
2024-08-20,6,SCED,1.2369
2024-08-20,7,SCED,1.2505
2024-08-20,8,SCED,1.2235
2024-08-20,9,SCED,1.2116
2024-08-20,10,SCED,1.2452
2024-08-20,11,SCED,1.5494
2024-08-20,12,SCED,1.4256
2024-08-20,13,SCED,1.6529
2024-08-20,14,SCED,1.5184
2024-08-20,15,SCED,1.3429
2024-08-20,16,SCED,1.5903
2024-08-20,17,SCED,5.4603
2024-08-20,18,SCED,1.4047
2024-08-20,19,SCED,2.1013
2024-08-20,20,SCED,1.4418
2024-08-20,21,SCED,1.4175
2024-08-20,22,SCED,1.5164
2024-08-20,23,SCED,1.5748
