Date,Hour,Type,Solve Time
2024-06-17,0,SCED,3.4668
2024-06-17,1,SCED,1.6175
2024-06-17,2,SCED,1.6272
2024-06-17,3,SCED,1.6655
2024-06-17,4,SCED,1.6249
2024-06-17,5,SCED,1.6524
2024-06-17,6,SCED,0.9944
2024-06-17,7,SCED,1.194
2024-06-17,8,SCED,0.9976
2024-06-17,9,SCED,1.493
2024-06-17,10,SCED,1.3124
2024-06-17,11,SCED,1.1901
2024-06-17,12,SCED,1.4556
2024-06-17,13,SCED,1.4323
2024-06-17,14,SCED,4.5515
2024-06-17,15,SCED,1.3324
2024-06-17,16,SCED,1.9634
2024-06-17,17,SCED,1.3485
2024-06-17,18,SCED,1.3647
2024-06-17,19,SCED,1.3478
2024-06-17,20,SCED,2.713
2024-06-17,21,SCED,2.0938
2024-06-17,22,SCED,1.5111
2024-06-17,23,SCED,1.4701
