Date,Hour,Type,Solve Time
2024-06-17,0,SCED,1.2848
2024-06-17,1,SCED,1.2228
2024-06-17,2,SCED,1.2567
2024-06-17,3,SCED,1.2555
2024-06-17,4,SCED,1.2419
2024-06-17,5,SCED,3.0919
2024-06-17,6,SCED,1.0806
2024-06-17,7,SCED,1.0612
2024-06-17,8,SCED,1.2486
2024-06-17,9,SCED,1.0347
2024-06-17,10,SCED,1.128
2024-06-17,11,SCED,1.2902
2024-06-17,12,SCED,1.0533
2024-06-17,13,SCED,1.2733
2024-06-17,14,SCED,1.3276
2024-06-17,15,SCED,1.3604
2024-06-17,16,SCED,1.1275
2024-06-17,17,SCED,1.4244
2024-06-17,18,SCED,1.1402
2024-06-17,19,SCED,1.0977
2024-06-17,20,SCED,1.1286
2024-06-17,21,SCED,1.0884
2024-06-17,22,SCED,1.116
2024-06-17,23,SCED,1.0554
