Date,Hour,Type,Solve Time
2024-01-08,0,SCED,1.2669
2024-01-08,1,SCED,1.101
2024-01-08,2,SCED,1.1414
2024-01-08,3,SCED,1.1108
2024-01-08,4,SCED,1.1441
2024-01-08,5,SCED,1.1484
2024-01-08,6,SCED,1.249
2024-01-08,7,SCED,1.1034
2024-01-08,8,SCED,1.0851
2024-01-08,9,SCED,1.1337
2024-01-08,10,SCED,1.0715
2024-01-08,11,SCED,1.1319
2024-01-08,12,SCED,1.1021
2024-01-08,13,SCED,1.1758
2024-01-08,14,SCED,1.1229
2024-01-08,15,SCED,1.1166
2024-01-08,16,SCED,1.1006
2024-01-08,17,SCED,1.1071
2024-01-08,18,SCED,1.386
2024-01-08,19,SCED,1.1633
2024-01-08,20,SCED,1.1457
2024-01-08,21,SCED,1.1753
2024-01-08,22,SCED,2.7806
2024-01-08,23,SCED,1.1406
