Date,Hour,Type,Solve Time
2024-08-20,0,SCED,1.8298
2024-08-20,1,SCED,1.6883
2024-08-20,2,SCED,1.708
2024-08-20,3,SCED,1.6692
2024-08-20,4,SCED,1.6686
2024-08-20,5,SCED,4.5402
2024-08-20,6,SCED,1.1761
2024-08-20,7,SCED,1.1889
2024-08-20,8,SCED,1.1838
2024-08-20,9,SCED,1.0417
2024-08-20,10,SCED,1.0571
2024-08-20,11,SCED,1.287
2024-08-20,12,SCED,1.2612
2024-08-20,13,SCED,1.2556
2024-08-20,14,SCED,1.8083
2024-08-20,15,SCED,1.6313
2024-08-20,16,SCED,1.7534
2024-08-20,17,SCED,3.3911
2024-08-20,18,SCED,1.368
2024-08-20,19,SCED,2.5598
2024-08-20,20,SCED,1.6571
2024-08-20,21,SCED,1.4545
2024-08-20,22,SCED,1.47
2024-08-20,23,SCED,1.4581
