GEOID,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG,POPULATION,LOAD_MW
76864,609807803,1816863,235.448,0.701,31.553975,-98.731107,857,1.714
76865,82897840,44135,32.007,0.017,31.858516,-100.165338,216,0.432
76866,720809323,9411039,278.306,3.634,31.460967,-99.933766,662,1.324
76869,190836246,245465,73.682,0.095,30.911096,-98.994617,37,0.074
76870,71339284,30435,27.544,0.012,31.627357,-98.546717,238,0.476
76871,604095862,1787388,233.243,0.69,31.289123,-98.995473,823,1.646
76872,774589724,4025813,299.071,1.554,31.331919,-99.165902,876,1.752
76873,116377489,320625,44.934,0.124,31.515316,-99.380601,93,0.186
76874,180573387,0,69.72,0.0,30.45867,-100.06915,14,0.028
76875,281117041,56313,108.54,0.022,31.602931,-99.999545,449,0.898
76877,1439402522,3757328,555.756,1.451,31.157059,-98.764007,4225,8.45
76878,684754955,3698884,264.385,1.428,31.657754,-99.292932,1670,3.34
76882,361990904,442985,139.765,0.171,31.816904,-99.702274,250,0.5
76884,89567611,321412,34.582,0.124,31.736907,-99.567789,98,0.196
76885,203719121,25686,78.656,0.01,30.858957,-98.861313,234,0.468
76887,150972954,1525867,58.291,0.589,31.011897,-99.159484,89,0.178
76888,278827760,27858187,107.656,10.756,31.609899,-99.64049,137,0.274
76890,242598731,793570,93.668,0.306,31.687955,-98.773665,865,1.73
76901,715509450,17083094,276.26,6.596,31.610896,-100.553311,30972,61.944
76903,68956947,13091,26.624,0.005,31.484819,-100.43787,31429,62.858
76904,1046143040,27633142,403.918,10.669,31.271515,-100.400625,36688,73.376
76905,538373008,0,207.867,0.0,31.509724,-100.322077,12746,25.492
76908,3616314,0,1.396,0.0,31.432075,-100.402186,2541,5.082
76930,467035722,0,180.324,0.0,31.272555,-101.172785,86,0.172
76932,2511553926,10136,969.716,0.004,31.268726,-101.542078,3941,7.882000000000001
76933,672817450,2026603,259.776,0.782,31.856368,-100.288351,1340,2.68
76934,40336687,0,15.574,0.0,31.603061,-100.668986,974,1.948
76935,756299301,983612,292.009,0.38,31.083442,-100.423683,1852,3.704
76936,2782021192,87401,1074.144,0.034,30.883194,-100.595683,2898,5.796
76937,27217374,0,10.509,0.0,31.388546,-100.151449,13,0.026
76939,83021398,2165357,32.055,0.836,31.268843,-100.563525,0,0.0
76940,38335928,0,14.802,0.0,31.439035,-100.142932,107,0.214
76941,1472351828,75076,568.478,0.029,31.272382,-100.889468,1421,2.842
76943,6499721895,7014749,2509.557,2.708,30.533977,-101.306031,3206,6.412
76945,1544730710,30552654,596.424,11.796,31.884956,-100.61071,1762,3.524
76949,23778102,106711,9.181,0.041,32.04114,-100.69458,13,0.026
76950,4765472343,2448783,1839.959,0.945,30.441414,-100.56062,3824,7.648000000000001
76951,2078401229,76294,802.475,0.029,31.802748,-101.055625,1274,2.548
76953,118258818,346849,45.66,0.134,31.723763,-100.331847,83,0.166
76955,125691590,0,48.53,0.0,31.289523,-100.15267,141,0.282
76957,723908,0,0.28,0.0,31.372148,-100.30516,158,0.316
76958,255002147,0,98.457,0.0,31.595106,-100.799358,134,0.268
77002,5211925,128032,2.012,0.049,29.756845,-95.365652,17026,34.052
77003,6575131,67860,2.539,0.026,29.749778,-95.345885,9612,19.224
77004,14969038,68779,5.78,0.027,29.724893,-95.363752,38721,77.44200000000001
77005,9958453,720,3.845,0.0,29.718435,-95.423555,29022,58.044
77006,5840835,0,2.255,0.0,29.74097,-95.391301,21938,43.876
77007,20225560,233914,7.809,0.09,29.771545,-95.411083,40112,80.224
77008,16919171,70549,6.533,0.027,29.798249,-95.416933,36248,72.496
77009,16046841,17562,6.196,0.007,29.795344,-95.36759,37149,74.298
77010,319761,0,0.123,0.0,29.753624,-95.35981,911,1.822
77011,9245554,428948,3.57,0.166,29.743217,-95.30911,18296,36.592
77012,10197469,819718,3.937,0.316,29.718525,-95.274137,18640,37.28
77013,22697707,191133,8.764,0.074,29.795268,-95.233977,19548,39.096
77014,18585175,30139,7.176,0.012,29.985844,-95.465176,36560,73.12
77015,54764226,5284778,21.145,2.04,29.76393,-95.173121,57553,115.106
77016,25086718,114133,9.686,0.044,29.862532,-95.29998,30462,60.924
77017,22521017,594319,8.695,0.229,29.689824,-95.252393,34010,68.02
77018,17147260,71087,6.621,0.027,29.826448,-95.426267,28049,56.098
77019,9115668,104820,3.52,0.04,29.75415,-95.409498,22164,44.328
77020,17866589,318690,6.898,0.123,29.773179,-95.314327,26093,52.186
77021,15745129,65109,6.079,0.025,29.69843,-95.3569,25769,51.538
77022,15125282,1147,5.84,0.0,29.83159,-95.379554,27200,54.4
77023,14111638,233418,5.449,0.09,29.721825,-95.318275,28122,56.244
77024,33227925,99683,12.829,0.038,29.772179,-95.514203,38723,77.446
77025,11105086,89314,4.288,0.034,29.685706,-95.434764,29298,58.596
77026,16775642,1056,6.477,0.0,29.800187,-95.328888,21269,42.538
77027,7412391,38825,2.862,0.015,29.740079,-95.446409,19171,38.342
77028,23751988,20809,9.171,0.008,29.827869,-95.287485,18620,37.24
77029,33616479,1013098,12.979,0.391,29.759665,-95.256251,17478,34.956
77030,6524110,125038,2.519,0.048,29.706787,-95.401748,11362,22.724
77031,8264244,18564,3.191,0.007,29.652205,-95.54623,17079,34.158
77032,57420466,91449,22.17,0.035,29.985874,-95.345795,14351,28.702
77033,15476401,48312,5.975,0.019,29.66688,-95.335133,29267,58.534
77034,35591269,595421,13.742,0.23,29.618349,-95.192034,36778,73.556
77035,14787534,4881,5.709,0.002,29.655689,-95.471263,36392,72.784
77036,18540277,99655,7.158,0.038,29.701847,-95.534537,69154,138.308
77037,16148862,23593,6.235,0.009,29.89036,-95.392527,18030,36.06
77038,24401776,173253,9.422,0.067,29.918595,-95.441194,30428,60.856
77039,26172117,109660,10.105,0.042,29.911171,-95.341182,27987,55.974
77040,36418659,209781,14.061,0.081,29.874575,-95.527099,50343,100.686
77041,47962545,424984,18.518,0.164,29.8586,-95.580768,33762,67.524
77042,16127803,96238,6.227,0.037,29.740605,-95.560257,40659,81.318
77043,38439962,19271,14.842,0.007,29.81093,-95.584639,24957,49.914
77044,101257280,19086779,39.096,7.369,29.906312,-95.180561,51978,103.956
77045,30011535,345792,11.588,0.134,29.647339,-95.431435,35010,70.02
77046,302539,0,0.117,0.0,29.733777,-95.433346,1344,2.688
77047,35810360,598666,13.826,0.231,29.61065,-95.386863,32747,65.494
77048,28703424,213903,11.082,0.083,29.618714,-95.324221,18520,37.04
77049,63850315,2344055,24.653,0.905,29.832928,-95.14904,38915,77.83
77050,17504573,429229,6.759,0.166,29.902887,-95.269296,6052,12.104
77051,18970679,64820,7.325,0.025,29.656113,-95.378696,17547,35.094
77053,32147822,181040,12.412,0.07,29.583542,-95.460693,31521,63.042
77054,14502604,55359,5.599,0.021,29.68025,-95.404913,24780,49.56
77055,21404696,5250,8.264,0.002,29.796871,-95.49165,45201,90.402
77056,8964948,28609,3.461,0.011,29.748202,-95.468948,22155,44.31
77057,11015783,8379,4.253,0.003,29.744081,-95.487974,42897,85.794
77058,21323041,2455838,8.233,0.948,29.561579,-95.099626,15930,31.86
77059,25488572,265361,9.841,0.102,29.613528,-95.118667,17483,34.966
77060,21289156,20077,8.22,0.008,29.935512,-95.397624,45376,90.752
77061,20642833,123912,7.97,0.048,29.647155,-95.276204,26488,52.976
77062,14047463,45538,5.424,0.018,29.573552,-95.130613,25568,51.136
77063,11866312,9267,4.582,0.004,29.736298,-95.523277,41829,83.658
77064,38138046,287941,14.725,0.111,29.917097,-95.537531,49042,98.084
77065,21264041,46256,8.21,0.018,29.92647,-95.603801,39951,79.902
77066,22310414,35646,8.614,0.014,29.957224,-95.503319,38753,77.506
77067,15528990,21115,5.996,0.008,29.952629,-95.446609,34582,69.164
77068,9863790,131783,3.808,0.051,30.007063,-95.488362,10837,21.674
77069,12404753,108972,4.79,0.042,29.988455,-95.5312,18968,37.936
77070,33760911,330637,13.035,0.128,29.979455,-95.573317,56260,112.52
77071,11575045,87312,4.469,0.034,29.651785,-95.519929,27650,55.3
77072,19020792,11612,7.344,0.004,29.699688,-95.584817,65015,130.03
77073,35870606,159966,13.85,0.062,30.000147,-95.400069,40979,81.958
77074,14098006,59812,5.443,0.023,29.687947,-95.515725,40891,81.782
77075,28545036,426989,11.021,0.165,29.62042,-95.268939,46588,93.176
77076,12363694,1252,4.774,0.0,29.860021,-95.382184,34668,69.336
77077,22650413,191900,8.745,0.074,29.751562,-95.615374,61908,123.816
77078,27759841,202270,10.718,0.078,29.852397,-95.2541,14267,28.534
77079,19115420,144292,7.381,0.056,29.776093,-95.603037,32826,65.652
77080,16531194,88867,6.383,0.034,29.815894,-95.522885,45254,90.508
77081,8038145,3242,3.104,0.001,29.712099,-95.480935,51781,103.562
77082,32392559,409687,12.507,0.158,29.72449,-95.640002,52830,105.66
77083,26725424,65266,10.319,0.025,29.694401,-95.649565,78240,156.48
77084,79400405,301381,30.657,0.116,29.827486,-95.65992,108161,216.322
77085,13681516,9816,5.282,0.004,29.620509,-95.485333,18155,36.31
77086,17574560,13632,6.786,0.005,29.919035,-95.491606,30347,60.694
77087,17113942,92904,6.608,0.036,29.686519,-95.303917,37703,75.406
77088,28973989,162734,11.187,0.063,29.881487,-95.452619,57177,114.354
77089,34256692,143006,13.227,0.055,29.586959,-95.225601,55410,110.82
77090,21296208,136059,8.223,0.053,30.009427,-95.439603,39289,78.578
77091,18607980,70008,7.185,0.027,29.853067,-95.435966,28351,56.702
77092,19694684,42291,7.604,0.016,29.830024,-95.474409,39841,79.682
77093,31151363,11246,12.028,0.004,29.863156,-95.341927,46985,93.97
77094,29369640,835167,11.34,0.322,29.769218,-95.681281,11022,22.044
77095,39946098,258772,15.423,0.1,29.909513,-95.651476,73956,147.912
77096,15541629,148090,6.001,0.057,29.675339,-95.479372,33299,66.598
77098,4598122,163,1.775,0.0,29.734813,-95.416098,15487,30.974
77099,16106316,11931,6.219,0.005,29.670869,-95.58599,50326,100.652
77201,117996,0,0.046,0.0,29.766003,-95.364364,0,0.0
77301,48964224,111171,18.905,0.043,30.310932,-95.438548,34512,69.024
77302,150091841,436483,57.951,0.169,30.222119,-95.344934,18845,37.69
77303,160168281,468884,61.841,0.181,30.377952,-95.37714,22040,44.08
77304,98198537,4707419,37.915,1.818,30.32776,-95.516045,35893,71.786
77306,106988825,89371,41.309,0.035,30.28584,-95.312397,16203,32.406
77316,326835657,1925006,126.192,0.743,30.306163,-95.68639,27475,54.95
77318,99343622,31198120,38.357,12.046,30.439265,-95.529706,18553,37.106
77320,823379783,44733667,317.909,17.272,30.804665,-95.550875,36091,72.182
77326,6169197,0,2.382,0.0,30.504882,-94.817018,59,0.118
77327,823293044,16536617,317.875,6.385,30.318169,-94.91573,26206,52.412
77328,420105090,1796886,162.203,0.694,30.392374,-95.191181,16832,33.664
77331,396546972,64854683,153.108,25.041,30.633963,-95.161912,8064,16.128
77334,37109013,267901,14.328,0.103,30.781836,-95.373439,352,0.704
77335,94698107,2973553,36.563,1.148,30.574473,-94.911179,3468,6.936
77336,101133423,10122803,39.048,3.908,30.063149,-95.098886,12398,24.796
77338,68723359,2145392,26.534,0.828,30.008015,-95.289431,45092,90.184
77339,44111781,2483285,17.032,0.959,30.046777,-95.221022,42193,84.386
77340,563659409,7084580,217.63,2.735,30.640258,-95.5384,31404,62.808
77342,352350,2062,0.136,0.001,30.740381,-95.555832,0,0.0
77345,21976667,5559553,8.485,2.147,30.053105,-95.157943,28593,57.186
77346,44999402,7304774,17.374,2.82,29.994499,-95.177499,63772,127.544
77350,6832563,0,2.638,0.0,30.824427,-94.833454,90,0.18
77351,1738903614,95721126,671.394,36.958,30.717792,-94.817231,34367,68.734
77354,195949587,1573279,75.657,0.607,30.216858,-95.647214,39843,79.686
77355,147863955,409310,57.091,0.158,30.156257,-95.74926,31201,62.402
77356,337088502,41352088,130.151,15.966,30.465662,-95.729888,28144,56.288
77357,162323874,440056,62.674,0.17,30.159433,-95.188163,29890,59.78
77358,320711514,8668919,123.827,3.347,30.558321,-95.436252,5345,10.69
77359,135960160,476018,52.495,0.184,30.751892,-95.301591,292,0.584
77360,85164630,36585831,32.882,14.126,30.846249,-95.117513,5415,10.83
77362,21379552,32665,8.255,0.013,30.160534,-95.669154,4992,9.984
77363,179554107,1443293,69.326,0.557,30.316241,-95.849802,2961,5.922
77364,78596684,14495031,30.346,5.597,30.772997,-95.214951,2130,4.26
77365,91440325,1525877,35.305,0.589,30.110349,-95.268661,34286,68.572
77367,2094660,323606,0.809,0.125,30.85587,-95.399169,42,0.084
77368,19587242,892483,7.563,0.345,30.444755,-94.815611,102,0.204
77369,94892951,466779,36.638,0.18,30.421815,-94.73533,612,1.224
77371,329455660,5961826,127.204,2.302,30.483628,-94.992832,7326,14.652
77372,134298866,479738,51.853,0.185,30.241145,-95.160299,15484,30.968
77373,61513788,888670,23.751,0.343,30.062169,-95.383966,62350,124.7
77374,134321050,358139,51.862,0.138,30.396003,-94.62375,507,1.014
77375,88862763,699255,34.31,0.27,30.094665,-95.586187,60115,120.23
77376,80081156,67609,30.92,0.026,30.443771,-94.663769,508,1.016
77377,101313196,980451,39.117,0.379,30.061727,-95.681504,38233,76.46600000000001
77378,251867074,1324503,97.246,0.511,30.47137,-95.363867,16134,32.268
77379,65952474,745720,25.464,0.288,30.039457,-95.534383,82493,164.986
77380,32152707,610135,12.414,0.236,30.136972,-95.46836,28014,56.028
77381,33725582,417452,13.022,0.161,30.178248,-95.50096,35487,70.974
77382,29306434,191337,11.315,0.074,30.195137,-95.547917,40026,80.052
77384,45237660,392533,17.466,0.152,30.233846,-95.49577,19171,38.342
77385,56612100,1091655,21.858,0.421,30.186682,-95.429005,24619,49.238
77386,104855686,1318658,40.485,0.509,30.100262,-95.356488,60252,120.504
77388,35928070,248519,13.872,0.096,30.057832,-95.471001,50972,101.944
77389,54382968,349278,20.997,0.135,30.123469,-95.517064,39907,79.81400000000001
77396,69503532,348119,26.835,0.134,29.950191,-95.256933,62309,124.618
77401,9672269,1966,3.734,0.001,29.705132,-95.460959,19428,38.856
77406,168041973,5055459,64.881,1.952,29.64609,-95.794526,57622,115.244
77407,49088378,1419197,18.953,0.548,29.670004,-95.708089,61382,122.764
77412,22399492,1167983,8.648,0.451,29.553502,-96.411936,0,0.0
77414,1342540271,42071963,518.358,16.244,28.908185,-95.868152,24254,48.508
77415,4500169,46629,1.738,0.018,28.933093,-95.734948,0,0.0
77417,155777443,420704,60.146,0.162,29.464406,-95.966234,3683,7.366
77418,492290137,8125694,190.074,3.137,29.987117,-96.252942,10250,20.5
77419,163529579,2104911,63.139,0.813,28.849575,-96.256767,1148,2.2960000000000003
77420,137936803,3573415,53.258,1.38,29.258985,-95.930309,2331,4.662
77422,442274804,31198303,170.763,12.046,28.960348,-95.557701,13965,27.93
77423,373467589,4820804,144.197,1.861,29.856772,-95.977313,13210,26.42
77426,229903937,4954532,88.766,1.913,30.1223,-96.258442,2415,4.83
77428,214412896,339209730,82.785,130.97,28.604069,-96.192476,0,0.0
77429,99242163,977982,38.318,0.378,29.995758,-95.665088,90506,181.012
77430,289141319,21470514,111.638,8.29,29.259878,-95.667662,1867,3.734
77432,65545906,97915,25.307,0.038,29.067417,-96.188569,39,0.078
77433,151412316,2089420,58.461,0.807,29.945301,-95.741369,94345,188.69
77434,494611216,13634828,190.97,5.264,29.527956,-96.305186,4562,9.124
77435,363821718,1231119,140.472,0.475,29.515694,-96.121026,3857,7.714
77436,16702822,17554,6.449,0.007,29.419067,-96.238492,66,0.132
77437,833683803,4859926,321.887,1.876,29.212328,-96.280585,17177,34.354
77440,13256946,8322,5.119,0.003,28.894576,-96.14783,28,0.056
77441,113249125,3533168,43.726,1.364,29.666682,-95.919826,11248,22.496
77442,499748298,5975747,192.954,2.307,29.422281,-96.506236,1286,2.572
77443,788374,1732,0.304,0.001,29.349096,-96.191821,390,0.78
77444,97067173,819953,37.478,0.317,29.286377,-95.777811,582,1.164
77445,458543015,7003639,177.044,2.704,30.101838,-96.059373,14629,29.258
77446,16989959,0,6.56,0.0,30.086829,-95.990494,6781,13.562
77447,260119824,4272287,100.433,1.65,30.047619,-95.833733,16309,32.618
77448,16411764,38061,6.337,0.015,29.416447,-96.085418,129,0.258
77449,77385924,331849,29.879,0.128,29.837611,-95.73374,123157,246.314
77450,52956579,1024185,20.447,0.395,29.743565,-95.740717,75752,151.504
77451,2991784,24058,1.155,0.009,29.435055,-96.00454,36,0.072
77453,30106581,178586,11.624,0.069,29.213766,-95.999923,469,0.938
77454,50770145,142152,19.602,0.055,29.520234,-96.198122,0,0.0
77455,546174414,1823623,210.879,0.704,29.132072,-96.428441,2121,4.242
77456,135798188,799777,52.432,0.309,29.040018,-96.060809,1116,2.232
77457,26169600,3868651,10.104,1.494,28.730987,-95.882466,560,1.12
77458,93997438,643854,36.293,0.249,28.951217,-96.237096,269,0.538
77459,84815629,4226223,32.747,1.632,29.526401,-95.530936,76662,153.324
77460,1801194,0,0.695,0.0,29.397434,-96.384512,43,0.086
77461,382956012,6725266,147.86,2.597,29.383068,-95.806472,12133,24.266
77464,4777386,13886,1.845,0.005,29.592427,-95.955279,70,0.14
77465,504463399,36348218,194.774,14.034,28.763418,-96.23046,7331,14.662
77466,29942967,192992,11.561,0.075,29.792687,-96.012215,539,1.078
77467,63793091,33972,24.631,0.013,29.201173,-96.101539,16,0.032
77468,49740372,147085,19.205,0.057,29.132669,-95.94109,24,0.048
77469,338481526,16394378,130.688,6.33,29.482678,-95.680186,57011,114.022
77470,73981102,1020089,28.564,0.394,29.537157,-96.546208,456,0.912
77471,223617979,4489744,86.339,1.733,29.54852,-95.86204,38430,76.86
77473,303620,0,0.117,0.0,29.795148,-96.107713,38,0.076
77474,538771572,10071257,208.021,3.889,29.780109,-96.181158,13347,26.694
77475,61578471,1180519,23.776,0.456,29.488642,-96.652501,868,1.736
77476,13323080,564535,5.144,0.218,29.692077,-95.951144,402,0.804
77477,27147992,151890,10.482,0.059,29.624274,-95.568008,35496,70.992
77478,25174405,1596559,9.72,0.616,29.620312,-95.605693,24673,49.346
77479,85318410,4450440,32.942,1.718,29.566996,-95.636016,95615,191.23
77480,370055543,6151850,142.879,2.375,29.086348,-95.766753,8344,16.688
77481,20715934,577661,7.998,0.223,29.473418,-95.558148,66,0.132
77482,153231306,955323,59.163,0.369,29.092714,-95.903493,1676,3.352
77483,93669398,17241172,36.166,6.657,28.788475,-95.839228,360,0.72
77484,400597238,1540895,154.671,0.595,30.079431,-95.932255,11972,23.944
77485,215835317,5424813,83.334,2.095,29.632734,-96.055105,4209,8.418000000000001
77486,122990409,3358288,47.487,1.297,29.160441,-95.691989,7509,15.018
77488,561982232,5974212,216.983,2.307,29.307215,-96.091291,14832,29.664
77489,29058399,444139,11.22,0.171,29.600498,-95.515537,39444,78.888
77493,149667428,1157667,57.787,0.447,29.853217,-95.831457,40547,81.09400000000001
77494,105829656,587248,40.861,0.227,29.743948,-95.830502,126310,252.62
77498,40154792,1639430,15.504,0.633,29.64355,-95.65327,52950,105.9
77502,14542215,0,5.615,0.0,29.679517,-95.199782,38117,76.234
77503,22356612,836433,8.632,0.323,29.703477,-95.158895,24102,48.204
77504,14320087,85945,5.529,0.033,29.647916,-95.18978,25044,50.088
77505,23698242,165010,9.15,0.064,29.645646,-95.140307,22967,45.934
77506,24848332,2664357,9.594,1.029,29.713919,-95.199702,37968,75.936
77507,36175497,1270479,13.967,0.491,29.624371,-95.063465,326,0.652
77510,75575152,496930,29.18,0.192,29.363262,-95.087277,15223,30.446
77511,410643195,3564608,158.55,1.376,29.380858,-95.241857,50140,100.28
77514,564781859,28967237,218.064,11.184,29.703595,-94.600429,5461,10.922
77515,531691211,23531169,205.287,9.085,29.173439,-95.451545,33634,67.268
77517,52560385,387770,20.294,0.15,29.364468,-95.131078,6515,13.03
77518,7510235,47494,2.9,0.018,29.507162,-94.987247,11513,23.026
77519,107258876,603736,41.413,0.233,30.218323,-94.575058,781,1.562
77520,62312769,35110392,24.059,13.556,29.733275,-94.994118,33837,67.674
77521,107494829,1146820,41.504,0.443,29.801948,-94.971708,60703,121.406
77523,233098883,27316229,90.0,10.547,29.789523,-94.859125,23431,46.862
77530,34191419,9680082,13.201,3.738,29.785907,-95.117207,32070,64.14
77531,51146518,2375192,19.748,0.917,29.046571,-95.391089,16352,32.704
77532,203107251,12270213,78.42,4.738,29.932894,-95.057219,30042,60.084
77533,66606382,63640,25.717,0.025,30.087172,-94.599557,1045,2.09
77534,93226920,3935656,35.995,1.52,29.231528,-95.314319,2905,5.8100000000000005
77535,813049790,8890851,313.92,3.433,30.054844,-94.922316,34603,69.206
77536,32531279,1266788,12.56,0.489,29.698461,-95.121268,32745,65.49
77538,377201299,2182340,145.638,0.843,29.974167,-94.522942,808,1.616
77539,130464332,7976457,50.373,3.08,29.452997,-95.02847,44228,88.456
77541,314807234,68054258,121.548,26.276,29.015519,-95.282536,19072,38.144
77545,31664715,293253,12.226,0.113,29.537301,-95.474615,23051,46.102
77546,68259173,385460,26.355,0.149,29.515074,-95.192133,53148,106.296
77547,6954956,428736,2.685,0.166,29.735876,-95.238178,9895,19.79
77550,19443637,2903928,7.507,1.121,29.310535,-94.775768,21710,43.42
77551,9867684,2371568,3.81,0.916,29.278188,-94.83329,22198,44.396
77560,81165704,445868,31.338,0.172,29.870622,-94.602137,510,1.02
77561,1406299,0,0.543,0.0,30.166506,-94.735446,98,0.196
77562,38424202,8711201,14.836,3.363,29.834034,-95.051268,10064,20.128
77563,136285998,19661866,52.62,7.591,29.303625,-95.032385,11129,22.258
77564,136085593,415257,52.543,0.16,30.180866,-94.664855,1532,3.064
77565,9869532,1819754,3.811,0.703,29.535868,-95.026855,6953,13.906
77566,61304220,11050189,23.67,4.267,29.052739,-95.474351,29362,58.724
77568,32670090,1603339,12.614,0.619,29.363162,-94.980107,16676,33.352000000000004
77571,90539035,16273228,34.957,6.283,29.688455,-95.05738,37699,75.398
77573,77982784,3566444,30.109,1.377,29.503785,-95.0873,91454,182.908
77575,620068987,17424475,239.41,6.728,30.075658,-94.733441,16209,32.418
77577,51541328,509058,19.9,0.197,29.284476,-95.28159,1497,2.994
77578,96708687,166220,37.339,0.064,29.485422,-95.362322,22822,45.644
77580,8009612,47559,3.093,0.018,29.868277,-94.869034,999,1.998
77581,66757290,113542,25.775,0.044,29.561597,-95.279759,50737,101.474
77583,432574521,7886752,167.018,3.045,29.380856,-95.468782,41305,82.61
77584,83122840,169401,32.094,0.065,29.545041,-95.350692,91993,183.986
77585,271756333,736823,104.926,0.284,30.295238,-94.524753,1226,2.452
77586,33646962,6072607,12.991,2.345,29.583817,-95.036156,23003,46.006
77587,7667483,1183,2.96,0.0,29.661991,-95.229642,17162,34.324
77590,45696388,3144229,17.643,1.214,29.391397,-94.920149,31045,62.09
77591,27970956,692822,10.8,0.268,29.399363,-94.999115,14926,29.852
77597,56380751,26822806,21.769,10.356,29.836205,-94.702009,1026,2.052
77598,31361208,505687,12.109,0.195,29.53942,-95.134993,26513,53.026
77611,62450986,17884979,24.112,6.905,30.014439,-93.828243,8608,17.216
77612,899777176,3030752,347.406,1.17,30.397704,-93.923702,9619,19.238
77613,98506353,844754,38.034,0.326,30.052046,-94.360766,1045,2.09
77614,26551963,243893,10.252,0.094,30.299774,-93.772977,408,0.8160000000000001
77615,39310279,2359243,15.178,0.911,30.326641,-94.052041,923,1.846
77616,135359917,946433,52.263,0.365,30.569783,-94.182466,157,0.314
77617,14961469,3572686,5.777,1.379,29.507197,-94.518563,47,0.094
77619,15465250,275419,5.971,0.106,29.947516,-93.918571,15531,31.062
77622,58132905,845449,22.445,0.326,29.860899,-94.300072,1396,2.7920000000000003
77623,40636674,3439155,15.69,1.328,29.561256,-94.414021,634,1.268
77624,156938012,189287,60.594,0.073,30.684267,-94.291914,793,1.586
77625,801278665,3194566,309.375,1.233,30.377327,-94.374331,9997,19.994
77627,27391794,5564500,10.576,2.148,29.986791,-94.009416,20969,41.938
77629,165057471,771465,63.729,0.298,29.97984,-94.403073,810,1.62
77630,234678031,33495356,90.61,12.933,30.066254,-93.870098,27279,54.558
77632,342255828,9587456,132.146,3.702,30.201515,-93.804648,22200,44.4
77640,100420899,87203352,38.773,33.669,29.881613,-93.940858,16549,33.098
77642,51018539,4711419,19.698,1.819,29.95802,-93.891921,37902,75.804
77650,54407980,6891222,21.007,2.661,29.426496,-94.685696,1930,3.86
77651,32134113,4516521,12.407,1.744,29.985971,-93.955847,12729,25.458
77655,121956274,29556124,47.088,11.412,29.710502,-93.93785,264,0.528
77656,407368168,5907079,157.286,2.281,30.414774,-94.173656,16744,33.488
77657,165960404,3620530,64.078,1.398,30.227858,-94.197054,21323,42.646
77659,301762305,2721797,116.511,1.051,30.171444,-94.432275,5649,11.298
77660,143979769,1564869,55.591,0.604,30.649823,-94.14075,1589,3.178
77661,104962028,537402,40.526,0.207,29.751627,-94.420716,1292,2.584
77662,360548756,14686557,139.209,5.671,30.177924,-94.018171,27587,55.174
77663,56087291,1038100,21.655,0.401,30.513226,-94.394328,720,1.44
77664,420001323,414524,162.163,0.16,30.601435,-94.413805,2872,5.744
77665,348789749,2833128,134.668,1.094,29.812999,-94.416117,5857,11.714
77701,17884012,665038,6.905,0.257,30.073053,-94.105486,14005,28.01
77702,3207937,0,1.239,0.0,30.086269,-94.128303,3334,6.668
77703,34472154,1750057,13.31,0.676,30.130893,-94.114079,13134,26.268
77705,614790363,41520255,237.372,16.031,29.898029,-94.161175,40224,80.44800000000001
77706,29237848,56135,11.289,0.022,30.102243,-94.173445,29707,59.414
77707,38276823,347358,14.779,0.134,30.053142,-94.166056,18867,37.734
77708,18329659,213754,7.077,0.083,30.146124,-94.160613,11385,22.77
77713,258111195,3524358,99.657,1.361,30.071005,-94.252135,13867,27.734
77801,8322024,175945,3.213,0.068,30.639285,-96.362454,14853,29.706
77802,30419635,0,11.745,0.0,30.661248,-96.322614,25257,50.514
77803,33284474,3553,12.851,0.001,30.680975,-96.386145,34026,68.052
77807,249288314,4285067,96.251,1.654,30.677687,-96.483601,11052,22.104
77808,647604305,4427220,250.041,1.709,30.797736,-96.312084,12248,24.496
77830,488400393,12783075,188.572,4.936,30.530233,-96.012991,3007,6.014
77831,566184693,5920161,218.605,2.286,30.715806,-95.908313,2847,5.694
77833,812861750,16528423,313.848,6.382,30.215075,-96.410272,28507,57.014
77835,290909380,18890482,112.321,7.294,30.193586,-96.588051,3121,6.242
77836,1143053320,15310452,441.335,5.911,30.541565,-96.676232,12516,25.032
77837,270322122,2887131,104.372,1.115,31.003109,-96.688981,1873,3.746
77840,29012523,0,11.202,0.0,30.60907,-96.325998,59700,119.4
77845,383931756,2127915,148.237,0.822,30.562014,-96.2739,68757,137.514
77853,130998163,272106,50.579,0.105,30.354551,-96.840806,1189,2.378
77855,66849678,206065,25.811,0.08,31.133325,-96.136815,218,0.436
77856,1018407819,6377772,393.209,2.462,31.075823,-96.425784,5492,10.984
77857,158316680,1172542,61.126,0.453,30.785329,-96.704162,767,1.534
77859,439037062,4238678,169.513,1.637,30.871914,-96.526934,6340,12.68
77861,330002431,9882663,127.415,3.816,30.721716,-96.109298,2135,4.2700000000000005
77864,519700274,5852164,200.657,2.26,30.953672,-95.905344,7824,15.648
77865,364880398,1227701,140.881,0.474,31.235882,-96.22928,2154,4.308
77867,32634695,115895,12.6,0.045,30.743004,-96.548436,315,0.63
77868,702694609,9368379,271.312,3.617,30.365776,-96.04642,18344,36.688
77871,511890792,4254340,197.642,1.643,31.06316,-96.127222,3009,6.018
77872,195239451,2239927,75.382,0.865,30.879381,-96.138959,2178,4.356
77873,209020935,1297262,80.703,0.501,30.564947,-95.800223,1272,2.544
