GEOID,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG,POPULATION,LOAD_MW
75939,625456740,666567,241.49,0.257,31.013779,-94.79742,5682,11.364
75941,219679385,3623151,84.819,1.399,31.187072,-94.758803,8737,17.474
75942,1069171,23822,0.413,0.009,30.815166,-94.430587,96,0.192
75943,166054630,2932644,64.114,1.132,31.658422,-94.894177,1338,2.676
75944,102534515,54019546,39.589,20.857,31.354095,-94.38768,936,1.872
75946,359836482,4101169,138.934,1.583,31.819331,-94.520645,3851,7.702
75948,635138702,177387867,245.228,68.49,31.307588,-93.784102,6072,12.144
75949,511753612,55309335,197.589,21.355,31.229843,-94.509183,8518,17.036
75951,1018062456,38038721,393.076,14.687,30.934425,-94.059578,16154,32.308
75954,277530224,32645077,107.155,12.604,31.904341,-94.048094,2634,5.268
75956,629872189,3246295,243.195,1.253,30.676367,-93.98312,9595,19.19
75959,120515384,19837255,46.531,7.659,31.512307,-93.861732,859,1.718
75960,111281408,48387,42.966,0.019,30.912856,-94.865672,725,1.45
75961,717803850,17187295,277.146,6.636,31.558362,-94.504771,15447,30.894
75962,687978,0,0.266,0.0,31.619873,-94.64708,3188,6.376
75964,600608850,7206774,231.896,2.783,31.631742,-94.740721,19410,38.82
75965,191120839,1102665,73.792,0.426,31.723324,-94.628592,18321,36.642
75966,701511369,2133520,270.855,0.824,30.827971,-93.714454,4534,9.068
75968,190122669,3762907,73.407,1.453,31.252156,-93.954016,2167,4.3340000000000005
75969,222462597,2233932,85.893,0.863,31.445715,-94.88759,3522,7.0440000000000005
75972,934809871,4621295,360.932,1.784,31.483597,-94.131501,6252,12.504
75973,463982265,58920710,179.145,22.749,31.711317,-93.942853,3036,6.072
75974,271270801,864653,104.738,0.334,31.958364,-94.239838,3611,7.222
75975,371576262,2339801,143.466,0.903,31.897138,-94.413785,4052,8.104000000000001
75976,58840055,48478,22.718,0.019,31.527552,-94.92527,989,1.978
75977,473891591,320709,182.971,0.124,31.065187,-93.786673,444,0.888
75978,1431319,0,0.553,0.0,31.509059,-94.527256,193,0.386
75979,753959810,12067701,291.106,4.659,30.748559,-94.38912,12579,25.158
75980,418681001,98968451,161.654,38.212,31.138382,-94.375214,2255,4.51
76001,26732590,9539,10.322,0.004,32.631994,-97.150534,37231,74.462
76002,18698276,30415,7.219,0.012,32.621896,-97.093509,36302,72.604
76006,19554629,123058,7.55,0.048,32.784931,-97.099915,24057,48.114
76008,191985352,1092185,74.126,0.422,32.695633,-97.630059,20288,40.576
76009,254755774,4147271,98.362,1.601,32.414937,-97.200076,19618,39.236
76010,23075475,0,8.909,0.0,32.722829,-97.080316,59526,119.052
76011,20827515,74827,8.042,0.029,32.75203,-97.082615,22878,45.756
76012,21172794,183237,8.175,0.071,32.75513,-97.139242,26730,53.46
76013,23216780,1305170,8.964,0.504,32.719328,-97.155027,34763,69.526
76014,14912986,22911,5.758,0.009,32.692105,-97.086517,33289,66.578
76015,11095198,4383,4.284,0.002,32.692198,-97.133787,17773,35.546
76016,22953333,2568113,8.862,0.992,32.689222,-97.18913,31705,63.41
76017,26866301,54627,10.373,0.021,32.662513,-97.164024,46312,92.624
76018,19839053,18438,7.66,0.007,32.662981,-97.095295,28353,56.706
76020,170939862,13244108,66.0,5.114,32.900196,-97.561179,30487,60.974
76021,18787692,27046,7.254,0.01,32.852971,-97.130443,35168,70.336
76022,6915498,0,2.67,0.0,32.830659,-97.145163,13945,27.89
76023,145601585,25021,56.217,0.01,33.041952,-97.597065,7090,14.18
76028,199741230,327981,77.121,0.127,32.532677,-97.306547,72493,144.986
76031,187792740,2359137,72.507,0.911,32.346162,-97.328078,18432,36.864
76033,425002914,11795036,164.095,4.554,32.275189,-97.511185,25977,51.954
76034,33846209,262450,13.068,0.101,32.891478,-97.149747,26693,53.386
76035,174422784,198204,67.345,0.077,32.561809,-97.633657,2373,4.746
76036,119129086,166745,45.996,0.064,32.581053,-97.419576,27835,55.67
76039,16860891,30546,6.51,0.012,32.860285,-97.086028,37896,75.792
76040,29611185,948216,11.433,0.366,32.814107,-97.091323,33419,66.83800000000001
76041,30606079,283336,11.817,0.109,32.237638,-96.84175,514,1.028
76043,355726228,10369355,137.347,4.004,32.208483,-97.795246,7525,15.05
76044,261526666,1954673,100.976,0.755,32.425936,-97.539874,5407,10.814
76048,281055924,15142773,108.516,5.847,32.422347,-97.811542,24586,49.172
76049,261600778,18000946,101.005,6.95,32.459806,-97.706976,30062,60.124
76050,316454498,3966941,122.184,1.532,32.280895,-97.160931,6094,12.188
76051,95936273,11614114,37.041,4.484,32.924857,-97.068211,54130,108.26
76052,117295241,287170,45.288,0.111,32.986137,-97.374691,23080,46.16
76053,20725261,241521,8.002,0.093,32.8172,-97.180586,30317,60.634
76054,9833771,9036,3.797,0.003,32.85941,-97.178636,12178,24.356
76055,230659128,1625521,89.058,0.628,32.162541,-97.15481,3181,6.362
76058,141092653,1044471,54.476,0.403,32.470332,-97.424179,21037,42.074
76059,7112363,36597,2.746,0.014,32.392588,-97.32754,5716,11.432
76060,19223569,77765,7.422,0.03,32.637952,-97.213658,8606,17.212
76061,3909173,0,1.509,0.0,32.503988,-97.188389,59,0.118
76063,134212636,528137,51.82,0.204,32.57074,-97.144837,76609,153.218
76064,77580230,1067103,29.954,0.412,32.302367,-97.037219,2100,4.2
76065,254605585,3265492,98.304,1.261,32.469436,-96.99067,38800,77.60000000000001
76066,223537644,3021820,86.308,1.167,32.704456,-97.993148,4106,8.212
76067,451729722,6064668,174.414,2.342,32.799741,-98.126932,20437,40.874
76070,92626333,2764843,35.763,1.068,32.266142,-97.655142,955,1.91
76071,19544485,1098332,7.546,0.424,33.00087,-97.444484,4173,8.346
76073,218076849,413378,84.2,0.16,33.095616,-97.721202,6237,12.474
76077,18930668,734537,7.309,0.284,32.278261,-97.691539,333,0.666
76078,174092327,544885,67.217,0.21,33.093365,-97.462793,9024,18.048
76082,260353613,407054,100.523,0.157,32.970044,-97.733748,21151,42.302
76084,131601393,758154,50.812,0.293,32.426278,-97.090428,9574,19.148
76085,165381176,530677,63.854,0.205,32.861116,-97.692165,10965,21.93
76086,38066519,48087,14.698,0.019,32.754964,-97.791085,23161,46.322
76087,482862345,10028667,186.434,3.872,32.682606,-97.782556,29119,58.238
76088,410199366,2587930,158.379,0.999,32.850685,-97.902855,12610,25.22
76092,58400792,7770106,22.549,3.0,32.959873,-97.148433,31837,63.674
76093,95916091,764362,37.033,0.295,32.210496,-97.392571,2930,5.86
76102,11169266,505939,4.312,0.195,32.759104,-97.329756,10632,21.264
76103,14126196,86527,5.454,0.033,32.748947,-97.272638,16848,33.696
76104,15185722,0,5.863,0.0,32.728693,-97.31782,17653,35.306
76105,14428861,0,5.571,0.0,32.724047,-97.269432,22922,45.844
76106,37678404,123007,14.548,0.047,32.816685,-97.359631,38906,77.812
76107,27836778,337293,10.748,0.13,32.742058,-97.38173,29377,58.754
76108,120946359,606806,46.698,0.234,32.788074,-97.523247,42902,85.804
76109,21116528,26650,8.153,0.01,32.70065,-97.386965,23725,47.45
76110,14856705,114823,5.736,0.044,32.707831,-97.338265,33720,67.44
76111,21373326,326368,8.252,0.126,32.778499,-97.300112,22567,45.134
76112,29338835,825651,11.328,0.319,32.747426,-97.217658,42218,84.436
76114,23652514,149221,9.132,0.058,32.774494,-97.402276,27151,54.302
76115,12108800,3175,4.675,0.001,32.6785,-97.330511,21907,43.814
76116,31494446,61044,12.16,0.024,32.720723,-97.447033,50371,100.742
76117,27943054,278616,10.789,0.108,32.803436,-97.267376,32191,64.382
76118,19644973,387109,7.585,0.149,32.800434,-97.192762,16594,33.188
76119,42124897,3464994,16.265,1.338,32.691147,-97.262625,52279,104.558
76120,25294666,1166031,9.766,0.45,32.775915,-97.180963,19941,39.882
76123,20990611,72123,8.105,0.028,32.619344,-97.393958,37075,74.15
76126,164635002,15106594,63.566,5.833,32.635919,-97.511626,23844,47.688
76127,5627430,41533,2.173,0.016,32.775828,-97.435255,2038,4.0760000000000005
76129,284925,0,0.11,0.0,32.708639,-97.363495,1616,3.232
76131,39101060,187390,15.097,0.072,32.881821,-97.345943,47377,94.754
76132,18978626,62163,7.328,0.024,32.668193,-97.415906,26265,52.53
76133,23924843,16708,9.237,0.006,32.652918,-97.379538,53694,107.388
76134,20651520,1351,7.974,0.001,32.638585,-97.334039,28852,57.704
76135,67287102,18681347,25.98,7.213,32.836325,-97.469908,20233,40.466
76137,35053766,218695,13.534,0.084,32.859685,-97.291523,59983,119.966
76140,72266423,259149,27.902,0.1,32.619935,-97.278061,30930,61.86
76148,12037270,2743,4.648,0.001,32.868421,-97.252132,23679,47.358
76155,8943235,0,3.453,0.0,32.824018,-97.048737,6329,12.658
76164,10195434,49849,3.936,0.019,32.7811,-97.354585,13628,27.256
76177,37444713,231409,14.457,0.089,32.975361,-97.310486,10814,21.628
76179,139743376,17279215,53.955,6.672,32.909919,-97.434281,69066,138.132
76180,24446108,101022,9.439,0.039,32.840011,-97.225295,37117,74.234
76182,22754258,1302,8.785,0.001,32.886498,-97.208097,31889,63.778
76201,14448742,81984,5.579,0.032,33.220974,-97.146038,29447,58.894
76205,21942631,119957,8.472,0.046,33.192632,-97.129266,21657,43.314
76207,95290355,723936,36.792,0.28,33.222016,-97.176122,14794,29.588
76208,70529736,17181192,27.232,6.634,33.20863,-97.055409,24992,49.984
76209,16969754,0,6.552,0.0,33.231552,-97.109871,26244,52.488
76210,42211252,570015,16.298,0.22,33.149467,-97.096016,46046,92.092
76225,258158763,388850,99.676,0.15,33.374041,-97.667809,2688,5.376
76226,123828135,1680355,47.81,0.649,33.114714,-97.173909,29240,58.48
76227,205667441,11592220,79.409,4.476,33.274295,-96.988878,36392,72.784
76228,479037854,3856221,184.958,1.489,33.61791,-98.062664,1215,2.43
76230,981005184,12016768,378.768,4.64,33.520572,-97.95612,9633,19.266
76233,163018102,5873637,62.942,2.268,33.537706,-96.906575,3317,6.634
76234,804775776,2290427,310.726,0.884,33.276319,-97.514178,18937,37.874
76238,68594528,64913,26.484,0.025,33.479016,-97.351845,276,0.552
76239,296415021,1289822,114.446,0.498,33.503014,-97.529509,1310,2.62
76240,956979372,8142977,369.492,3.144,33.661602,-97.176369,28546,57.092
76244,44607516,143274,17.223,0.055,32.927988,-97.283692,78815,157.63
76245,58611199,13313633,22.63,5.14,33.830932,-96.839764,1463,2.926
76247,186099408,764670,71.853,0.295,33.101183,-97.347457,12542,25.084
76248,37342745,101755,14.418,0.039,32.924955,-97.230259,39641,79.282
76249,175530228,1554593,67.773,0.6,33.278823,-97.30231,8196,16.392
76250,22827397,0,8.814,0.0,33.630166,-97.23576,894,1.788
76251,137301308,630273,53.012,0.243,33.631922,-97.688998,763,1.526
76252,479189517,1229851,185.016,0.475,33.682081,-97.382855,2441,4.882
76253,4006040,0,1.547,0.0,33.615855,-97.310834,383,0.766
76255,679018544,6091718,262.171,2.352,33.82471,-97.739095,5477,10.954
76258,231157854,2934477,89.251,1.133,33.371085,-96.932195,6926,13.852
76259,146751954,1643656,56.661,0.635,33.198695,-97.312,5738,11.476
76261,174915982,268690,67.535,0.104,33.793074,-97.963802,261,0.522
76262,117376441,2701039,45.319,1.043,33.009335,-97.22672,41158,82.316
76263,22259665,153400,8.595,0.059,33.462023,-97.457438,23,0.046
76264,92343119,6254345,35.654,2.415,33.737974,-96.839543,1368,2.736
76265,505490956,1741923,195.171,0.673,33.75668,-97.538121,1464,2.928
76266,311417860,27785467,120.239,10.728,33.372827,-97.213258,16571,33.142
76268,1494788,0,0.577,0.0,33.627623,-96.767396,224,0.448
76270,261808182,780438,101.085,0.301,33.455656,-97.752881,1932,3.864
76271,102371958,33735382,39.526,13.025,33.464625,-96.892739,1984,3.968
76272,256236135,50007509,98.933,19.308,33.455973,-97.127134,4404,8.808
76273,527922448,21588691,203.832,8.335,33.743893,-96.936121,9429,18.858
76301,30082350,0,11.615,0.0,33.905603,-98.47977,15113,30.226
76302,21613273,0,8.345,0.0,33.864598,-98.49111,12867,25.734
76305,567640138,2113591,219.167,0.816,34.006193,-98.387687,4285,8.57
76306,33999979,61486,13.127,0.024,33.944942,-98.523592,15726,31.452
76308,23126558,3676502,8.929,1.42,33.852942,-98.54073,19937,39.874
76309,14761220,0,5.699,0.0,33.895237,-98.54428,13546,27.092
76310,464813550,24697121,179.466,9.536,33.799085,-98.50984,18908,37.816
76311,4054559,0,1.565,0.0,33.968972,-98.508943,8760,17.52
76351,496653756,4385866,191.759,1.693,33.558025,-98.695427,1805,3.61
76354,203285152,250436,78.489,0.097,34.103277,-98.622462,12323,24.646
76357,170329288,985977,65.765,0.381,34.082363,-98.184965,517,1.034
76360,736048927,6180003,284.19,2.386,33.963477,-98.961142,3581,7.162
76363,158771201,35526,61.302,0.014,33.475952,-99.551825,399,0.798
76364,177180266,419459,68.41,0.162,34.032012,-98.995325,189,0.378
76365,1380258945,40203101,532.921,15.523,33.75849,-98.202251,4598,9.196
76366,611972678,17263779,236.284,6.666,33.723849,-98.783672,2152,4.304
76367,513899666,8237565,198.418,3.181,33.9732,-98.720985,13385,26.77
76370,277233577,11093806,107.04,4.283,33.527389,-98.884746,325,0.65
76371,271211089,101904,104.715,0.039,33.484962,-99.642707,1540,3.08
76372,700805614,5400556,270.583,2.085,33.250203,-98.925556,953,1.906
76373,75312085,60195,29.078,0.023,34.131724,-99.106566,144,0.288
76374,730994297,7730874,282.238,2.985,33.358656,-98.740056,3891,7.782
76377,78722280,640399,30.395,0.247,34.008318,-98.258589,415,0.8300000000000001
76379,112421767,7568766,43.406,2.922,33.668239,-98.489118,680,1.36
76380,2464434287,87058478,951.523,33.613,33.621035,-99.243769,3601,7.202
76384,1233650346,5204006,476.315,2.009,34.160505,-99.34314,12112,24.224
76388,264138477,165026,101.984,0.064,33.322836,-99.642126,231,0.462
76389,515270158,10153514,198.947,3.92,33.513054,-98.457321,1542,3.084
76401,1067937847,7291599,412.333,2.815,32.282237,-98.196721,29904,59.808
76402,230631,0,0.089,0.0,32.216326,-98.217165,952,1.904
76424,1333963997,60793988,515.046,23.473,32.801213,-98.88698,8898,17.796
76426,340755803,38868004,131.567,15.007,33.166041,-97.845101,12694,25.388
76427,146451183,1605195,56.545,0.62,33.158189,-98.377664,1041,2.082
76429,275963364,7671822,106.55,2.962,32.759373,-98.666449,154,0.308
76430,931330533,2590440,359.589,1.0,32.790132,-99.241839,2169,4.338
76431,307533440,3316862,118.739,1.281,33.332344,-97.868439,3708,7.416
76432,247481764,517700,95.553,0.2,31.842565,-98.805134,1467,2.934
76433,311307873,1045431,120.197,0.404,32.315739,-98.022849,1834,3.668
76435,188279688,463052,72.695,0.179,32.242637,-98.85714,443,0.886
76436,117092818,31784,45.21,0.012,31.863019,-98.2281,148,0.296
76437,1048826473,2903289,404.954,1.121,32.403542,-99.038804,5899,11.798
76442,1156845381,15495069,446.661,5.983,31.890896,-98.613096,7812,15.624
76443,366382562,1041552,141.461,0.402,32.13383,-99.213349,1903,3.806
76444,375832075,3560714,145.11,1.375,32.123666,-98.577422,3515,7.03
76445,175685071,404358,67.832,0.156,32.302818,-98.552383,486,0.972
76446,1086271879,10295405,419.412,3.975,32.07458,-98.349791,8120,16.240000000000002
76448,326834002,8287547,126.191,3.2,32.398455,-98.797824,4983,9.966
76449,536509961,41281448,207.148,15.939,32.901592,-98.315542,2351,4.702
76450,1195491149,39394503,461.582,15.21,33.057759,-98.622222,13036,26.072
76452,23124262,34476,8.928,0.013,31.747542,-98.364392,80,0.16
76453,336933805,10267748,130.091,3.964,32.584194,-98.335694,1438,2.876
76454,355173999,553874,137.133,0.214,32.21185,-98.735794,1903,3.806
76455,234231449,21289,90.437,0.008,31.813332,-98.384478,926,1.852
76457,820447479,3024944,316.777,1.168,31.944662,-98.027972,4045,8.09
76458,1461672995,14888845,564.355,5.749,33.219589,-98.188154,6121,12.242
76459,58207288,279774,22.474,0.108,33.276351,-98.382351,200,0.4
76460,242813436,1336619,93.751,0.516,33.306476,-98.500269,433,0.866
76462,434360235,2287881,167.707,0.883,32.527015,-98.008849,4412,8.824
76463,196486464,1577372,75.864,0.609,32.455408,-98.418168,450,0.9
76464,481321098,447538,185.839,0.173,32.556004,-99.164736,516,1.032
76466,15694192,0,6.06,0.0,32.433309,-98.73742,125,0.25
76469,37017732,463346,14.293,0.179,32.340927,-99.198503,90,0.18
76470,740096019,1530484,285.753,0.591,32.495875,-98.66402,3518,7.0360000000000005
76471,453752143,841846,175.195,0.325,32.116953,-98.98514,1772,3.544
76472,261323423,2674256,100.898,1.033,32.600503,-98.17276,1502,3.004
76474,93043653,202047,35.924,0.078,31.976523,-98.793857,327,0.654
76475,613481903,6584178,236.867,2.542,32.673266,-98.485899,1204,2.408
76476,266040429,4272335,102.719,1.65,32.362649,-97.924354,3151,6.3020000000000005
76481,160167407,2491549,61.841,0.962,32.99042,-98.74549,191,0.382
76483,1646663430,5417172,635.78,2.092,33.195202,-99.268024,895,1.79
76484,275454136,3981681,106.353,1.537,32.764096,-98.276879,909,1.818
76486,267514481,2572019,103.288,0.993,33.014639,-98.05319,970,1.94
76487,232161619,685413,89.638,0.265,32.972482,-97.904879,2230,4.46
76490,1924866,0,0.743,0.0,32.945471,-98.018901,107,0.214
76491,327794337,791440,126.562,0.306,33.036872,-99.048807,466,0.932
76501,302471176,1983460,116.785,0.766,31.075303,-97.252433,16922,33.844
76502,163137387,6356491,62.988,2.454,31.104022,-97.412045,42946,85.892
76504,70046921,369806,27.045,0.143,31.137886,-97.373653,22769,45.538
76508,149412,0,0.058,0.0,31.077568,-97.364064,7,0.014
76511,203119686,1122766,78.425,0.434,30.802086,-97.424363,2426,4.852
76513,272995344,33067921,105.404,12.768,31.051469,-97.500003,42162,84.324
76518,301644551,966432,116.466,0.373,30.852653,-97.148898,1810,3.62
76519,132565731,557486,51.184,0.215,31.020759,-97.120664,350,0.7000000000000001
76520,780171455,2551591,301.226,0.985,30.891129,-96.907601,8033,16.066
76522,297508878,65087,114.869,0.025,31.219045,-97.968224,37382,74.764
76523,1563292,28902,0.604,0.011,30.788927,-97.291022,0,0.0
76524,174111281,1077040,67.225,0.416,31.268644,-97.202495,4072,8.144
76525,497566291,170218,192.111,0.066,31.499723,-98.13064,1188,2.376
76527,332470523,1088225,128.368,0.42,30.841795,-97.809699,3696,7.392
76528,1304532976,18355834,503.683,7.087,31.417316,-97.755931,19224,38.448
76530,241943589,13272951,93.415,5.125,30.710857,-97.413885,1788,3.576
76531,987926505,638064,381.441,0.246,31.686812,-98.18703,4595,9.19
76534,229002948,2025338,88.419,0.782,30.884371,-97.378453,3119,6.238
76537,139263316,523635,53.77,0.202,30.817309,-97.602978,7065,14.13
76538,388618804,181748,150.047,0.07,31.628871,-97.922097,1167,2.334
76539,355942637,681569,137.43,0.263,31.095582,-98.027458,8824,17.648
76541,12250691,26524,4.73,0.01,31.112884,-97.729602,18396,36.792
76542,208279152,2761711,80.417,1.066,31.010374,-97.741512,49765,99.53
76543,125710323,892315,48.537,0.345,31.149188,-97.633113,32031,64.062
76544,79370299,208208,30.645,0.08,31.143642,-97.761047,23514,47.028
76548,40182783,4152321,15.515,1.603,31.050862,-97.644687,31247,62.494
76549,198837861,1164569,76.772,0.45,31.017077,-97.833092,53490,106.98
76550,1376491795,4776366,531.466,1.844,31.102486,-98.259569,14169,28.338
76554,20650493,235744,7.973,0.091,30.967883,-97.376957,2461,4.922
76556,255611480,781717,98.692,0.302,30.700413,-96.830663,1707,3.414
76557,352940430,16303154,136.271,6.295,31.285086,-97.390061,5991,11.982
76559,17392072,249532,6.715,0.096,31.075955,-97.604369,6180,12.36
76561,117306046,2288115,45.292,0.883,31.409504,-97.531155,997,1.994
76565,72665770,0,28.056,0.0,31.643709,-98.351,175,0.35
76566,141317779,52301,54.563,0.02,31.55244,-98.048509,231,0.462
76567,501170063,2582944,193.503,0.997,30.649554,-97.006117,8867,17.734
76569,211129877,2397527,81.518,0.926,30.940186,-97.226979,2614,5.228
76570,465704655,3735628,179.81,1.442,31.082267,-96.953514,2780,5.5600000000000005
76571,306083760,11777844,118.18,4.547,30.925739,-97.59865,9007,18.014
76573,2314873,0,0.894,0.0,30.818633,-97.502485,28,0.056
76574,368817060,8360974,142.401,3.228,30.579326,-97.388618,19328,38.656
76577,391411472,3403234,151.125,1.314,30.627232,-97.17025,3074,6.148
76578,194398443,2510350,75.058,0.969,30.535409,-97.23717,1233,2.466
76579,148352906,1319330,57.279,0.509,31.195905,-97.265253,5547,11.094
76596,781890,10812,0.302,0.004,31.476843,-97.728445,1268,2.536
76597,1672063,0,0.646,0.0,31.485697,-97.707407,17,0.034
76598,99873,0,0.039,0.0,31.47532,-97.735455,482,0.964
76599,1273774,0,0.492,0.0,31.467872,-97.735181,2351,4.702
76621,188278446,1056493,72.695,0.408,31.881712,-97.085481,1061,2.122
76622,136535064,1610075,52.716,0.622,31.816191,-97.243292,1537,3.074
76623,13132338,69989,5.07,0.027,32.211123,-96.752827,254,0.508
76624,166395702,1931923,64.246,0.746,31.661047,-96.955129,2485,4.97
76626,105937552,1059926,40.903,0.409,32.122997,-96.723082,1294,2.588
76627,229342611,4840483,88.55,1.869,32.108512,-97.395815,1334,2.668
76628,24011571,109724,9.271,0.042,32.030464,-96.94885,101,0.202
76629,366628202,5060866,141.556,1.954,31.14975,-96.651785,1954,3.908
76630,37332022,273889,14.414,0.106,31.340795,-97.21101,1375,2.75
76631,105912000,737311,40.893,0.285,31.975524,-96.977168,681,1.362
76632,155486599,1844195,60.034,0.712,31.30653,-97.065653,1400,2.8000000000000003
76633,125066861,1665891,48.289,0.643,31.695107,-97.328851,5334,10.668
76634,732655235,12863528,282.88,4.967,31.817062,-97.546568,7610,15.22
76635,273343074,4468906,105.538,1.725,31.71629,-96.661428,1330,2.66
76636,112333744,933887,43.372,0.361,32.170232,-97.290211,1509,3.018
76637,102212055,396158,39.464,0.153,31.769065,-97.804444,461,0.922
76638,214099296,445808,82.664,0.172,31.551176,-97.442763,3355,6.71
76639,237923727,6662988,91.863,2.573,31.866953,-96.655804,1437,2.874
76640,73642449,869196,28.434,0.336,31.696619,-97.073707,3110,6.22
76641,194432148,8624181,75.071,3.33,32.038687,-96.807932,1687,3.374
76642,661691564,36155932,255.481,13.96,31.503056,-96.520013,6628,13.256
76643,20837908,14990,8.046,0.006,31.453501,-97.195339,14705,29.41
76645,433722393,10077291,167.461,3.891,32.022463,-97.13336,10513,21.026
76648,267072666,8000347,103.117,3.089,31.848596,-96.807361,2697,5.394
76649,358461640,3713322,138.403,1.434,32.001589,-97.882698,646,1.292
76650,27013534,151658,10.43,0.059,31.980079,-96.863626,153,0.306
76651,267517316,2756123,103.289,1.064,32.17771,-96.851184,4084,8.168000000000001
76652,225646823,5935755,87.123,2.292,32.117538,-97.575601,1089,2.178
76653,384230227,6324741,148.352,2.442,31.299588,-96.608952,1481,2.962
76654,1662524,13740,0.642,0.005,31.733766,-97.009725,110,0.22
76655,197799297,1137214,76.371,0.439,31.401145,-97.183101,8168,16.336000000000002
76656,299758960,2674152,115.738,1.032,31.185096,-97.043667,2656,5.312
76657,275294840,234685,106.292,0.091,31.446184,-97.380488,11151,22.302
76660,92002191,819068,35.522,0.316,31.924604,-96.904503,624,1.248
76661,415741782,6664430,160.519,2.573,31.318386,-96.846019,7824,15.648
76664,349764912,3090730,135.045,1.193,31.560686,-96.802657,3387,6.774
76665,411999770,3980928,159.074,1.537,31.916215,-97.710123,2562,5.124
76666,42421073,472635,16.379,0.182,32.043976,-96.91458,254,0.508
76667,372974347,8012287,144.006,3.094,31.651982,-96.468387,10991,21.982
76670,181137654,1844111,69.938,0.712,32.136018,-96.988963,1617,3.234
76671,206164592,19048325,79.601,7.355,31.988449,-97.531227,1748,3.496
76673,239093339,3049180,92.314,1.177,31.751025,-96.891756,1804,3.608
76676,55577860,303209,21.459,0.117,31.863748,-96.951488,238,0.476
76678,97539208,727847,37.66,0.281,31.661096,-96.760043,246,0.492
76679,197536443,4968168,76.269,1.918,31.927546,-96.579359,1206,2.412
76680,144183191,1637165,55.669,0.632,31.202131,-96.814363,189,0.378
76681,189165666,16034287,73.037,6.191,31.893446,-96.433731,732,1.464
76682,293715214,5324697,113.404,2.056,31.45345,-96.913489,3034,6.0680000000000005
76685,34854016,1205886,13.457,0.466,31.353546,-97.01374,37,0.074
76686,29295390,409012,11.311,0.158,31.767574,-96.559327,188,0.376
76687,343542878,14553726,132.643,5.619,31.372916,-96.495028,1950,3.9
76689,595359483,2489409,229.87,0.961,31.662159,-97.506079,3821,7.642
76690,210324863,2464307,81.207,0.951,32.083642,-97.736491,1081,2.162
76691,258330302,1230702,99.742,0.475,31.769854,-97.098169,6479,12.958
76692,317563763,40568547,122.612,15.664,31.959701,-97.330421,10048,20.096
76693,200185558,545633,77.292,0.211,31.787657,-96.395087,1825,3.65
76701,2944049,52131,1.137,0.02,31.552011,-97.1382,1872,3.744
76704,13162693,639257,5.082,0.247,31.574722,-97.127134,7681,15.362
76705,296112777,10803933,114.33,4.171,31.620914,-97.098526,31868,63.736
76706,182555391,4835829,70.485,1.867,31.475639,-97.083866,39667,79.334
76707,8451862,70928,3.263,0.027,31.553876,-97.159082,15595,31.19
76708,120533021,10422347,46.538,4.024,31.627123,-97.215893,27095,54.19
76710,24638006,5133580,9.513,1.982,31.539723,-97.195009,24607,49.214
76711,10223853,26490,3.947,0.01,31.513756,-97.152983,10475,20.95
76712,130369154,14907051,50.336,5.756,31.526544,-97.261231,26104,52.208
76798,90164,0,0.035,0.0,31.548378,-97.119061,1630,3.26
76801,989149361,24730266,381.913,9.548,31.748303,-99.032891,24636,49.272
76802,187301111,278021,72.317,0.107,31.743705,-98.911628,5271,10.542
76820,194653023,679336,75.156,0.262,30.766987,-99.050013,86,0.172
76821,789962918,11241159,305.006,4.34,31.738576,-99.934162,4680,9.36
76823,290928386,894091,112.328,0.345,31.706204,-99.151374,3139,6.2780000000000005
76824,72150281,2430852,27.857,0.939,30.936768,-98.467066,13,0.026
76825,1349159597,11546092,520.913,4.458,31.106301,-99.394237,6682,13.364
76827,188038770,343909,72.602,0.133,31.517913,-99.135467,592,1.184
76828,251555633,640551,97.126,0.247,32.006167,-99.292204,199,0.398
76831,112297487,23383,43.358,0.009,30.67044,-98.919443,0,0.0
76832,524933662,173424,202.678,0.067,30.985763,-98.73555,709,1.418
76834,1064062101,9918888,410.837,3.83,31.881956,-99.480043,5370,10.74
76836,99099099,593089,38.262,0.229,31.443363,-99.549127,3,0.006
76837,1132567262,2542311,437.287,0.982,31.222792,-99.896165,2070,4.14
76841,259020267,27850,100.008,0.011,30.915116,-100.108691,174,0.348
76842,243108279,230000,93.865,0.089,30.93982,-99.079893,277,0.554
76844,1060716044,1791406,409.545,0.692,31.432854,-98.52307,3393,6.7860000000000005
76845,289996560,688798,111.968,0.266,31.538066,-99.488185,256,0.512
76848,157322075,0,60.742,0.0,30.843122,-99.570053,79,0.158
76849,2447635809,441352,945.038,0.17,30.472352,-99.821506,3760,7.52
76852,388002893,1950072,149.809,0.753,31.35766,-99.457261,291,0.582
76853,665065462,1436707,256.783,0.555,31.267613,-98.371832,1333,2.666
76854,353089451,11296,136.329,0.004,30.694786,-99.581344,306,0.612
76856,1841973122,7357000,711.19,2.841,30.691484,-99.273312,3746,7.492
76857,347652721,4749229,134.229,1.834,31.931233,-98.927404,1773,3.5460000000000003
76858,308730683,1150790,119.202,0.444,31.176951,-99.616412,300,0.6
76859,1860225522,585709,718.237,0.226,30.885268,-99.858861,1787,3.5740000000000003
76861,444148085,157532,171.487,0.061,31.592014,-100.192581,1984,3.968
76862,331144855,13473813,127.856,5.202,31.411505,-99.682323,210,0.42
