ZCTA,LAT,LON,POP,LOAD_MW
12187,42.61884,-74.463554,519,1.038
12188,42.821216,-73.695525,11774,23.548000000000002
12189,42.736342,-73.717521,17945,35.89
12190,43.475631,-74.28541,687,1.374
12192,42.409012,-73.827839,1778,3.556
12193,42.52276,-74.043268,1888,3.7760000000000002
12194,42.528462,-74.447631,122,0.244
12195,42.4828,-73.475088,245,0.49
12196,42.631786,-73.613946,4072,8.144
12197,42.609999,-74.724749,2139,4.2780000000000005
12198,42.672768,-73.633574,7119,14.238
12202,42.635575,-73.759658,7753,15.506
12203,42.681048,-73.84698,30837,61.674
12204,42.691516,-73.733751,7497,14.994
12205,42.718785,-73.82924,26039,52.078
12206,42.674443,-73.782459,15537,31.074
12207,42.658398,-73.745952,2264,4.5280000000000005
12208,42.653031,-73.809978,20517,41.034
12209,42.638686,-73.790469,10237,20.474
12210,42.658816,-73.756974,11057,22.114
12211,42.703095,-73.763706,11227,22.454
12222,42.685261,-73.82323,6151,12.302
12302,42.878182,-73.982505,27665,55.33
12303,42.740387,-73.905398,29416,58.832
12304,42.77469,-73.898297,20929,41.858000000000004
12305,42.812011,-73.950342,6246,12.492
12306,42.805429,-74.044227,26934,53.868
12307,42.804981,-73.932822,7219,14.438
12308,42.82134,-73.92093,14038,28.076
12309,42.79987,-73.864965,30992,61.984
12401,41.987541,-74.010273,34800,69.60000000000001
12404,41.818958,-74.236082,3679,7.3580000000000005
12405,42.317909,-74.085995,579,1.158
12406,42.084724,-74.524954,695,1.3900000000000001
12407,42.317638,-74.358152,129,0.258
12409,42.040569,-74.181139,723,1.446
12410,42.06578,-74.424757,366,0.732
12411,41.876019,-74.044802,349,0.6980000000000001
12412,42.012732,-74.279585,460,0.92
12413,42.313984,-74.02216,3290,6.58
12414,42.232019,-73.913867,9726,19.452
12416,42.10304,-74.281552,439,0.878
12417,41.906422,-73.990723,559,1.118
12418,42.358758,-74.16168,313,0.626
12419,41.861119,-74.102017,495,0.99
12420,41.672466,-74.371559,436,0.872
12421,42.250045,-74.546159,207,0.41400000000000003
12422,42.391829,-74.213288,272,0.544
12423,42.379218,-74.109746,1320,2.64
12424,42.247617,-74.115847,185,0.37
12427,42.134238,-74.136736,962,1.924
12428,41.746872,-74.466183,6535,13.07
12429,41.833329,-73.985378,314,0.628
12430,42.19548,-74.503394,1570,3.14
12431,42.362023,-74.023533,1125,2.25
12432,42.044379,-73.94443,514,1.028
12433,42.000641,-74.156576,483,0.966
12434,42.36364,-74.502385,813,1.6260000000000001
12435,41.7308,-74.51336,144,0.28800000000000003
12436,42.195611,-74.07512,182,0.364
12438,42.204899,-74.601006,0,0.0
12439,42.277817,-74.21039,380,0.76
12440,41.781151,-74.172877,1449,2.898
12441,42.134425,-74.509212,125,0.25
12442,42.212558,-74.234213,901,1.802
12443,41.934991,-74.084925,3721,7.442
12444,42.264233,-74.29752,555,1.11
12446,41.809571,-74.326443,4683,9.366
12448,42.086646,-74.16066,387,0.774
12449,41.992378,-73.993774,3208,6.416
12450,42.133247,-74.244279,139,0.278
12451,42.304893,-73.948176,1425,2.85
12452,42.252385,-74.364938,253,0.506
12453,42.093389,-73.936281,345,0.6900000000000001
12454,42.279821,-74.142025,380,0.76
12455,42.140733,-74.659478,1553,3.106
12456,42.032705,-73.997133,968,1.936
12457,42.044071,-74.252501,911,1.822
12458,41.822918,-74.43208,3223,6.446
12459,42.240382,-74.678893,174,0.34800000000000003
12460,42.415615,-74.14759,340,0.68
12461,41.904961,-74.267998,1343,2.686
12463,42.205466,-74.020403,1700,3.4
12464,42.031719,-74.331233,958,1.9160000000000001
12465,42.157153,-74.460016,301,0.602
12466,41.904345,-73.979025,2110,4.22
12468,42.300462,-74.423763,955,1.9100000000000001
12469,42.448595,-74.246097,642,1.284
12470,42.306958,-74.10097,564,1.1280000000000001
12471,41.846331,-74.037942,384,0.768
12472,41.84709,-74.079545,1482,2.964
12473,42.258166,-74.041007,573,1.1460000000000001
12474,42.323835,-74.582994,934,1.868
12475,42.014664,-74.014812,373,0.746
12477,42.092591,-73.98811,17870,35.74
12480,42.135381,-74.391274,407,0.8140000000000001
12481,41.987348,-74.228435,1732,3.464
12482,42.268143,-73.955446,612,1.224
12483,41.672235,-74.421901,205,0.41000000000000003
12484,41.86194,-74.176524,3318,6.636
12485,42.205006,-74.144193,650,1.3
12486,41.832417,-74.063984,1874,3.748
12487,41.869399,-73.998805,3370,6.74
12489,41.750485,-74.358293,1055,2.11
12490,42.122854,-73.924476,39,0.078
12491,41.965192,-74.141459,1660,3.3200000000000003
12492,42.184925,-74.335763,90,0.18
12493,41.785665,-73.974132,163,0.326
12494,41.956598,-74.292894,762,1.524
12495,42.084923,-74.24068,85,0.17
12496,42.338036,-74.270087,1516,3.032
12498,42.045663,-74.109618,4713,9.426
12501,41.862964,-73.573517,2158,4.316
12502,42.086568,-73.664724,1224,2.448
12503,42.035959,-73.580146,617,1.234
12504,42.035298,-73.913144,1490,2.98
12507,42.009241,-73.917141,210,0.42
12508,41.495996,-73.953632,19812,39.624
12512,41.548499,-73.968402,244,0.488
12513,42.219307,-73.720481,431,0.862
12514,41.877409,-73.764423,2772,5.5440000000000005
12515,41.684774,-74.06484,1657,3.314
12516,42.109096,-73.561332,1882,3.7640000000000002
12517,42.114296,-73.507454,391,0.782
12518,41.416157,-74.043064,5861,11.722
12520,41.428017,-73.996195,2970,5.94
12521,42.171335,-73.650487,1522,3.044
12522,41.719979,-73.598384,4918,9.836
12523,42.08687,-73.759509,1810,3.62
12524,41.528811,-73.888068,15608,31.216
12525,41.691564,-74.188272,2966,5.932
12526,42.122234,-73.858769,3530,7.0600000000000005
12527,41.519428,-73.935669,0,0.0
12528,41.722069,-74.009471,12767,25.534
12529,42.195932,-73.543215,1919,3.838
12530,42.207459,-73.687752,47,0.094
12531,41.540534,-73.671592,2645,5.29
12533,41.559772,-73.787099,26361,52.722
12534,42.217345,-73.752256,17814,35.628
12538,41.79223,-73.893767,14566,29.132
12540,41.671202,-73.724891,8882,17.764
12542,41.613876,-74.015014,5684,11.368
12543,41.49552,-74.173104,3586,7.172
12545,41.78279,-73.669766,4517,9.034
12546,41.948,-73.523572,2824,5.648
12547,41.660687,-73.986567,2810,5.62
12548,41.657925,-74.101503,1133,2.266
12549,41.528031,-74.259365,11453,22.906
12550,41.539574,-74.057223,54503,109.006
12553,41.455672,-74.074946,26665,53.33
12561,41.759307,-74.096058,18224,36.448
12563,41.499189,-73.587226,7579,15.158
12564,41.582614,-73.582577,7710,15.42
12565,42.247128,-73.647638,997,1.994
12566,41.633519,-74.319661,11886,23.772000000000002
12567,41.986194,-73.642216,2608,5.216
12569,41.734556,-73.792835,9838,19.676000000000002
12570,41.626251,-73.675608,6772,13.544
12571,42.003067,-73.809794,10037,20.074
12572,41.924885,-73.863664,8961,17.922
12574,41.917688,-73.945658,502,1.004
12575,41.466705,-74.178871,1930,3.86
12577,41.42404,-74.122142,1929,3.858
12578,41.80912,-73.795854,2100,4.2
12580,41.863647,-73.871536,4359,8.718
12581,41.901615,-73.700592,2231,4.462
12582,41.544301,-73.738452,6213,12.426
12583,42.063367,-73.868652,2160,4.32
12585,41.726404,-73.69151,928,1.856
12586,41.562764,-74.170102,11774,23.548000000000002
12589,41.623791,-74.158771,17843,35.686
12590,41.592556,-73.886853,34823,69.646
12592,41.802075,-73.578626,1671,3.342
12594,41.684459,-73.557676,4150,8.3
12601,41.701921,-73.911519,41037,82.074
12603,41.675868,-73.864484,42140,84.28
12604,41.688313,-73.892121,594,1.188
12701,41.650829,-74.699907,11278,22.556
12719,41.498644,-74.904132,1229,2.458
12720,41.645919,-74.907759,109,0.218
12721,41.581723,-74.422422,5881,11.762
12722,41.590634,-74.374304,21,0.042
12723,41.7531,-74.987694,1561,3.122
12724,41.837621,-74.958711,246,0.492
12725,41.983183,-74.570105,147,0.294
12726,41.708209,-75.017203,1440,2.88
12729,41.475792,-74.623499,1650,3.3000000000000003
12732,41.554808,-74.873913,753,1.506
12733,41.726043,-74.617047,1129,2.258
12734,41.734585,-74.75046,828,1.6560000000000001
12736,41.852843,-75.021754,90,0.18
12737,41.501481,-74.798632,1800,3.6
12738,41.676245,-74.58621,322,0.644
12740,41.938832,-74.434026,1927,3.854
12741,41.839141,-75.077725,175,0.35000000000000003
12742,41.724328,-74.723518,74,0.148
12743,41.548548,-74.831025,391,0.782
12745,41.783433,-75.024648,247,0.494
12746,41.450344,-74.668614,663,1.326
12747,41.750928,-74.692894,2072,4.144
12748,41.774642,-74.922609,2042,4.0840000000000005
12749,41.694748,-74.839881,393,0.786
12750,41.727825,-74.965854,233,0.466
12751,41.699564,-74.667411,1019,2.0380000000000003
12752,41.680039,-74.99419,296,0.592
12754,41.798195,-74.736889,7142,14.284
12758,41.940283,-74.739118,3699,7.398000000000001
12759,41.78173,-74.658853,2443,4.886
12760,41.903935,-75.107847,478,0.9560000000000001
12762,41.660537,-74.791529,783,1.566
12763,41.676348,-74.522774,684,1.368
12764,41.591553,-74.995556,1770,3.54
12765,41.852341,-74.621165,937,1.874
12766,41.815208,-74.978854,248,0.496
12767,41.838093,-74.994415,250,0.5
12768,41.864443,-74.730022,930,1.86
12769,41.657942,-74.467272,229,0.458
12770,41.447019,-74.841017,248,0.496
12771,41.37438,-74.624279,14408,28.816
12775,41.613973,-74.59336,2151,4.3020000000000005
12776,41.96339,-74.957793,2361,4.722
12777,41.561783,-74.709708,863,1.726
12778,41.642613,-74.817592,500,1.0
12779,41.702466,-74.632195,1701,3.402
12780,41.440146,-74.72735,2165,4.33
12781,41.619674,-74.466383,242,0.484
12783,41.738633,-74.833724,1605,3.21
12784,41.669877,-74.63824,36,0.07200000000000001
12785,41.532392,-74.561267,1390,2.7800000000000002
12786,41.63871,-74.857609,336,0.672
12787,41.795394,-74.845029,278,0.556
12788,41.787539,-74.589314,2909,5.8180000000000005
12789,41.704298,-74.570714,2009,4.018
12790,41.592057,-74.517419,3933,7.8660000000000005
12791,41.817275,-74.89287,745,1.49
12792,41.51392,-74.95982,106,0.212
12801,43.31116,-73.645286,14330,28.66
12803,43.290078,-73.629363,8317,16.634
12804,43.340954,-73.685911,26112,52.224000000000004
12808,43.759975,-73.716367,243,0.486
12809,43.237078,-73.454506,3751,7.502
12810,43.491968,-73.985954,630,1.26
12811,43.605457,-74.02833,108,0.216
12812,43.875794,-74.389767,214,0.428
12814,43.631894,-73.632551,1259,2.5180000000000002
12815,43.696176,-73.667724,1027,2.054
12816,43.044399,-73.38195,4642,9.284
12817,43.639585,-73.823628,2243,4.486
12819,43.591007,-73.46881,236,0.47200000000000003
12821,43.453564,-73.415995,2839,5.678
12822,43.228593,-73.922212,5962,11.924
12823,43.179961,-73.409117,527,1.054
12824,43.524756,-73.727177,946,1.8920000000000001
12827,43.441986,-73.53086,3455,6.91
12828,43.254759,-73.559347,9690,19.38
12831,43.195329,-73.691811,17389,34.778
12832,43.358467,-73.330271,6500,13.0
12833,43.15,-73.840896,4544,9.088000000000001
12834,43.094307,-73.500583,6101,12.202
12835,43.332787,-74.006311,2530,5.0600000000000005
12836,43.712347,-73.605597,605,1.21
12837,43.476445,-73.255601,1140,2.2800000000000002
12838,43.32986,-73.406378,638,1.276
12839,43.354486,-73.553953,13011,26.022000000000002
12841,43.606007,-73.533013,148,0.296
12842,43.738348,-74.36703,765,1.53
12843,43.565104,-73.972748,482,0.964
12844,43.489396,-73.621194,292,0.584
12845,43.424048,-73.71274,4610,9.22
12846,43.346062,-73.789637,3248,6.496
12847,44.008384,-74.609231,400,0.8
12849,43.449567,-73.29832,303,0.606
12850,43.102616,-73.981441,2866,5.732
12851,43.841891,-74.034467,353,0.706
12852,43.935796,-74.167522,344,0.6880000000000001
12853,43.662075,-74.064334,1834,3.668
12855,44.02701,-73.758053,244,0.488
12856,43.66594,-74.142961,291,0.582
12857,43.819563,-73.89062,684,1.368
12858,43.908933,-73.67578,107,0.214
12859,43.171875,-73.920872,2425,4.8500000000000005
12860,43.757013,-73.843367,480,0.96
12861,43.746887,-73.417527,530,1.06
12862,43.685405,-73.910321,0,0.0
12863,43.060363,-73.931906,880,1.76
12864,43.727365,-74.305388,13,0.026000000000000002
12865,43.214159,-73.347451,3470,6.94
12866,43.073715,-73.740236,38732,77.464
12870,43.834566,-73.762383,1736,3.472
12871,43.088569,-73.612965,4361,8.722
12872,43.874656,-73.734418,91,0.182
12873,43.117451,-73.311646,875,1.75
12874,43.690561,-73.549743,173,0.34600000000000003
12878,43.415025,-74.02745,663,1.326
12883,43.83636,-73.553222,4790,9.58
12884,43.088396,-73.591291,593,1.186
12885,43.524469,-73.806596,4437,8.874
12886,43.673098,-73.93589,273,0.546
12887,43.53676,-73.365798,4857,9.714
12901,44.703651,-73.472669,33048,66.096
12903,44.680187,-73.444738,1306,2.612
12910,44.857044,-73.607875,2190,4.38
12911,44.521514,-73.460881,0,0.0
12912,44.480941,-73.772482,1903,3.806
12913,44.430097,-74.002212,1059,2.118
12914,44.927419,-74.602942,891,1.782
12916,44.838194,-74.524672,2436,4.872
12917,44.927645,-74.178915,1344,2.688
12918,44.700736,-73.676657,2641,5.282
12919,44.964539,-73.447083,2805,5.61
12920,44.882767,-74.066008,2387,4.774
12921,44.888628,-73.441064,2835,5.67
12922,44.286614,-74.702114,32,0.064
12923,44.960319,-73.939419,555,1.11
12924,44.480055,-73.582645,59,0.11800000000000001
12926,44.950821,-74.329,2380,4.76
12927,44.20725,-74.809746,276,0.552
12928,43.963837,-73.583249,2029,4.058
12929,44.720027,-73.719234,4103,8.206
12930,44.720458,-74.543229,815,1.6300000000000001
12932,44.214405,-73.608948,1210,2.42
12933,44.890994,-73.845341,65,0.13
12934,44.867747,-73.882071,1059,2.118
12935,44.844657,-73.796933,1428,2.856
12936,44.285062,-73.40145,420,0.84
12937,44.955224,-74.488146,1880,3.7600000000000002
12939,44.432877,-74.16073,155,0.31
12941,44.347329,-73.702866,1402,2.8040000000000003
12942,44.235587,-73.823783,663,1.326
12943,44.122772,-73.8835,314,0.628
12944,44.433107,-73.533246,3683,7.3660000000000005
12945,44.309091,-74.24044,449,0.898
12946,44.206567,-74.046051,4819,9.638
12950,44.318369,-73.581246,674,1.348
12952,44.708321,-73.905662,305,0.61
12953,44.745352,-74.260037,15469,30.938000000000002
12955,44.80665,-73.970421,366,0.732
12956,44.097612,-73.481333,1180,2.36
12957,44.848324,-74.574605,1559,3.118
12958,44.960295,-73.571184,2020,4.04
12959,44.952351,-73.719912,1474,2.948
12960,44.015756,-73.572348,635,1.27
12961,44.057111,-73.549539,243,0.486
12962,44.702344,-73.600896,5084,10.168000000000001
12964,44.125919,-73.626721,67,0.134
12965,44.704197,-74.686185,537,1.074
12966,44.798893,-74.418686,2732,5.464
12967,44.774921,-74.657566,1035,2.07
12969,44.710897,-74.09815,347,0.6940000000000001
12970,44.478136,-74.307514,839,1.678
12972,44.554081,-73.569296,6611,13.222
12973,44.287677,-74.594706,104,0.20800000000000002
12974,44.060043,-73.464841,2152,4.304
12975,44.529091,-73.430536,217,0.434
12976,44.503733,-74.230251,228,0.456
12977,44.277015,-74.072971,1763,3.5260000000000002
12978,44.61636,-73.80871,258,0.516
12979,44.991606,-73.373402,2435,4.87
12980,44.563851,-74.524079,1053,2.106
12981,44.627099,-73.845851,2401,4.8020000000000005
12983,44.307529,-74.147022,7719,15.438
12985,44.560709,-73.738967,994,1.988
12986,44.237346,-74.478375,5928,11.856
12987,44.320841,-73.75346,242,0.484
12989,44.520103,-74.069774,1114,2.228
12992,44.817751,-73.516729,3565,7.13
12993,44.211345,-73.476221,1486,2.972
12996,44.355266,-73.448055,2084,4.168
12997,44.372798,-73.892043,1067,2.134
12998,44.0778,-73.576545,313,0.626
13020,42.816424,-76.074504,75,0.15
13021,42.922279,-76.558539,37528,75.056
13024,42.934596,-76.574232,1671,3.342
13026,42.744043,-76.652266,1705,3.41
13027,43.166437,-76.364345,33937,67.874
13028,43.3028,-75.933212,926,1.852
13029,43.225942,-76.151343,7360,14.72
13030,43.152932,-75.962398,3470,6.94
13031,43.045063,-76.30949,15484,30.968
13032,43.081617,-75.766018,12522,25.044
13033,43.188494,-76.562626,3807,7.614
13034,42.95678,-76.707909,1925,3.85
13035,42.940849,-75.830103,8707,17.414
13036,43.309256,-76.166775,9632,19.264
13037,43.067797,-75.854933,9775,19.55
13039,43.172142,-76.056249,17078,34.156
13040,42.559649,-75.930761,2370,4.74
13041,43.192089,-76.192302,11808,23.616
13042,43.26045,-75.85258,2383,4.766
13044,43.291249,-75.996241,2742,5.484
13045,42.573849,-76.202145,28975,57.95
13051,42.876725,-75.908639,135,0.27
13052,42.71231,-75.865194,1626,3.2520000000000002
13053,42.479575,-76.267918,4861,9.722
13054,43.169352,-75.666823,1500,3.0
13057,43.101955,-76.037845,13126,26.252
13060,43.022862,-76.411872,3050,6.1000000000000005
13061,42.871851,-75.762082,877,1.754
13062,42.484095,-76.384376,37,0.074
13063,42.847861,-75.977956,1827,3.654
13064,43.322924,-76.71701,198,0.396
13066,43.032344,-76.000553,12443,24.886
13068,42.492411,-76.359185,5184,10.368
13069,43.329276,-76.380655,24111,48.222
13071,42.675114,-76.542579,934,1.868
13072,42.76221,-75.763989,884,1.768
13073,42.58367,-76.387923,6729,13.458
13074,43.310917,-76.549843,4230,8.46
13076,43.353715,-76.149309,2037,4.074
13077,42.727973,-76.211042,6462,12.924
13078,42.958469,-76.06117,10940,21.88
13080,43.09321,-76.485258,3227,6.454
13081,42.673617,-76.627152,1203,2.406
13082,43.10273,-75.959888,4201,8.402000000000001
13083,43.645775,-75.98168,2027,4.054
13084,42.881106,-76.124074,3814,7.628
13087,42.708373,-76.154238,243,0.486
13088,43.112004,-76.189613,20926,41.852000000000004
13090,43.153084,-76.212402,29017,58.034
13092,42.654563,-76.419295,2484,4.968
13101,42.589192,-76.056073,2448,4.896
13102,42.550304,-76.292002,74,0.148
13103,43.325424,-76.109332,226,0.452
13104,42.96303,-75.948439,16038,32.076
13108,42.964845,-76.331113,6193,12.386000000000001
13110,42.895441,-76.280369,2198,4.396
13111,43.258488,-76.614264,1769,3.5380000000000003
13112,43.106266,-76.417239,1683,3.366
13113,43.16265,-76.538623,258,0.516
13114,43.465706,-76.244786,6594,13.188
13115,43.398646,-76.478779,238,0.47600000000000003
13116,43.074765,-76.0077,3447,6.894
13117,43.009299,-76.707508,289,0.578
13118,42.755585,-76.387278,6130,12.26
13120,42.933187,-76.175126,2092,4.184
13122,42.837754,-75.86152,1181,2.362
13123,43.233564,-75.769068,485,0.97
13124,42.661074,-75.823604,99,0.198
13126,43.438798,-76.457454,35369,70.738
13131,43.423243,-76.091802,3317,6.634
13132,43.271918,-76.251052,3557,7.114
13134,42.967368,-75.684678,187,0.374
13135,43.253687,-76.314375,5939,11.878
13136,42.614098,-75.844788,360,0.72
13138,42.899087,-76.014634,121,0.242
13140,43.060381,-76.650274,4534,9.068
13141,42.752495,-76.185697,510,1.02
13142,43.556184,-76.138199,6486,12.972
13143,43.235788,-76.714793,2300,4.6000000000000005
13144,43.568755,-75.977019,1608,3.216
13145,43.646742,-76.116311,1410,2.82
13146,43.085645,-76.750191,2433,4.866
13147,42.775406,-76.569608,1031,2.062
13148,42.913372,-76.78526,10648,21.296
13152,42.890833,-76.372778,7841,15.682
13153,42.996557,-76.453627,469,0.9380000000000001
13155,42.674546,-75.776726,491,0.982
13156,43.32599,-76.661306,1757,3.5140000000000002
13157,43.206652,-75.721431,489,0.978
13158,42.696935,-75.951068,1772,3.544
13159,42.803226,-76.111692,5303,10.606
13160,42.827598,-76.648904,2242,4.484
13162,43.185045,-75.714741,248,0.496
13163,43.080122,-75.710933,462,0.924
13164,43.096855,-76.31264,2607,5.214
13165,42.916639,-76.883297,9905,19.81
13166,43.078935,-76.565379,5465,10.93
13167,43.326421,-76.06026,2756,5.5120000000000005
13202,43.043782,-76.150638,6943,13.886000000000001
13203,43.061111,-76.134924,16876,33.752
13204,43.050817,-76.177473,19264,38.528
13205,43.005262,-76.14193,16746,33.492
13206,43.073442,-76.105783,16837,33.674
13207,43.012893,-76.163281,12552,25.104
13208,43.078782,-76.145026,22560,45.12
13209,43.068436,-76.224212,12364,24.728
13210,43.031057,-76.127249,27172,54.344
13211,43.103414,-76.119619,6117,12.234
13212,43.128583,-76.129694,21557,43.114000000000004
13214,43.040531,-76.076762,8392,16.784
13215,42.980793,-76.223386,14306,28.612000000000002
13219,43.041094,-76.224039,14819,29.638
13224,43.037225,-76.102882,8486,16.972
13290,43.069136,-76.173017,0,0.0
13301,43.41605,-75.218175,198,0.396
13302,43.498155,-75.965146,1483,2.966
13303,43.367414,-75.468212,1454,2.908
13304,43.24388,-75.160287,1726,3.452
13305,43.892289,-75.421171,204,0.40800000000000003
13308,43.251404,-75.6578,3867,7.734
13309,43.452005,-75.355443,5672,11.344
13310,42.88962,-75.571545,828,1.6560000000000001
13312,43.691839,-75.204374,332,0.664
13313,42.8803,-75.272951,451,0.902
13314,42.816533,-75.319104,232,0.464
13315,42.744144,-75.143611,1471,2.942
13316,43.418917,-75.73974,6168,12.336
13317,42.854101,-74.590839,3847,7.694
13318,42.921536,-75.260063,1300,2.6
13319,43.026436,-75.266925,761,1.522
13320,42.777805,-74.740798,2119,4.238
13321,43.08896,-75.372252,639,1.278
13322,42.954345,-75.201657,888,1.776
13323,43.039981,-75.379353,11585,23.17
13324,43.320612,-74.961628,2195,4.39
13325,43.576282,-75.527857,955,1.9100000000000001
13326,42.722511,-74.895371,5165,10.33
13327,43.972873,-75.262642,1762,3.524
13328,42.985096,-75.429027,1622,3.244
13329,43.107462,-74.708431,4211,8.422
13331,43.866299,-74.880902,61,0.122
13332,42.764159,-75.581736,2823,5.646
13333,42.836995,-74.818644,35,0.07
13334,42.827039,-75.656427,1083,2.166
13335,42.70226,-75.248224,1386,2.7720000000000002
13337,42.757804,-74.999545,628,1.256
13338,43.528032,-74.987121,1263,2.5260000000000002
13339,42.936895,-74.658658,6382,12.764000000000001
13340,43.061642,-75.12857,8023,16.046
13341,43.036086,-75.396891,171,0.342
13342,42.654143,-75.195234,229,0.458
13343,43.751155,-75.309368,1572,3.144
13345,43.687077,-75.32333,150,0.3
13346,42.818442,-75.544331,6225,12.450000000000001
13348,42.709982,-75.066926,1381,2.762
13350,43.061009,-75.000439,9727,19.454
13352,43.313337,-75.116208,10,0.02
13353,43.447279,-74.694629,17,0.034
13354,43.265093,-75.268497,3777,7.554
13355,42.809841,-75.430434,1440,2.88
13357,42.971061,-75.081209,10748,21.496000000000002
13360,43.722272,-74.714466,134,0.268
13361,42.904352,-74.86756,872,1.744
13362,42.982178,-75.522003,129,0.258
13363,43.324528,-75.513109,2358,4.716
13364,42.804977,-75.261071,222,0.444
13365,43.125689,-74.853291,8472,16.944
13367,43.757731,-75.532709,8893,17.786
13368,43.638514,-75.286546,1184,2.368
13402,42.892429,-75.500629,1441,2.882
13403,43.164533,-75.267645,7485,14.97
13404,43.736385,-75.471758,130,0.26
13406,43.134514,-74.924889,865,1.73
13407,42.968801,-74.950576,4830,9.66
13408,42.922949,-75.676749,3584,7.168
13409,42.976475,-75.595112,2255,4.51
13410,42.931043,-74.612591,350,0.7000000000000001
13411,42.633789,-75.306457,3092,6.184
13413,43.060413,-75.279398,15750,31.5
13415,42.596494,-75.198473,25,0.05
13416,43.187371,-74.970659,2079,4.158
13417,43.100942,-75.29381,3066,6.132000000000001
13418,42.845704,-75.38046,268,0.536
13420,43.718215,-74.983716,1064,2.128
13421,43.061915,-75.660092,13230,26.46
13424,43.152367,-75.365215,2375,4.75
13425,42.964793,-75.48706,2143,4.2860000000000005
13428,42.915086,-74.546249,1668,3.336
13431,43.209081,-75.073326,1902,3.8040000000000003
13433,43.594911,-75.248869,1657,3.314
13435,43.304981,-75.150772,347,0.6940000000000001
13436,43.811023,-74.666228,42,0.084
13437,43.580319,-75.803835,326,0.652
13438,43.354138,-75.159613,2944,5.888
13439,42.85738,-74.995493,3720,7.44
13440,43.215771,-75.461779,41342,82.684
13441,43.226366,-75.40824,197,0.394
13450,42.701927,-74.810297,85,0.17
13452,43.043056,-74.63047,4671,9.342
13454,43.237249,-74.74576,800,1.6
13456,43.000029,-75.255495,4039,8.078
13459,42.775008,-74.588678,2343,4.686
13460,42.687707,-75.44229,4122,8.244
13461,43.070467,-75.599126,2987,5.974
13464,42.687973,-75.615788,1368,2.736
13468,42.84803,-74.851887,478,0.9560000000000001
13469,43.214828,-75.302367,1238,2.476
13470,43.209569,-74.609995,665,1.33
13471,43.357597,-75.577397,3045,6.09
13472,43.697411,-75.067862,79,0.158
13473,43.646449,-75.443434,958,1.9160000000000001
13475,42.893741,-74.830529,13,0.026000000000000002
13476,43.087503,-75.509514,3617,7.234
13477,43.032894,-75.512948,1029,2.058
13478,43.144012,-75.581897,3257,6.514
13480,42.917854,-75.363169,3235,6.47
13483,43.397395,-75.826003,317,0.634
13484,42.866325,-75.65919,174,0.34800000000000003
13485,42.787528,-75.315224,1231,2.462
13486,43.345147,-75.344599,701,1.4020000000000001
13488,42.688638,-74.750589,103,0.20600000000000002
13489,43.460774,-75.552463,538,1.076
13490,43.11008,-75.426511,1606,3.212
13491,42.864135,-75.168133,3330,6.66
13492,43.114604,-75.33768,11118,22.236
13493,43.432843,-75.897509,2318,4.636
13494,43.532529,-75.141288,240,0.48
13495,43.11089,-75.277497,2035,4.07
13501,43.081283,-75.225833,37132,74.264
13502,43.141264,-75.154707,32437,64.874
13601,43.968892,-75.906501,36982,73.964
13602,44.064621,-75.781086,4383,8.766
13603,44.035974,-75.793813,9274,18.548000000000002
13605,43.807377,-76.050124,5173,10.346
13606,43.872576,-76.014735,2456,4.912
13607,44.297558,-75.937625,1445,2.89
13608,44.26094,-75.613698,1698,3.396
13612,43.985237,-75.76937,2233,4.466
13613,44.870613,-74.750443,2698,5.396
13614,44.53089,-75.691171,355,0.71
13615,44.045812,-75.987963,905,1.81
13616,44.030078,-75.857573,2202,4.404
13617,44.580531,-75.142767,11556,23.112000000000002
13618,44.114766,-76.290981,1525,3.0500000000000003
13619,43.978952,-75.600977,10439,20.878
13620,43.908782,-75.448325,2592,5.184
13621,44.834246,-75.080093,494,0.988
13622,44.100667,-76.106996,2138,4.276
13623,44.449786,-75.752462,13,0.026000000000000002
13624,44.20948,-76.093055,5297,10.594
13625,44.538101,-74.928377,1470,2.94
13626,43.830086,-75.734774,2271,4.542
13628,44.030542,-75.682394,211,0.422
13630,44.498619,-75.311532,1515,3.0300000000000002
13633,44.49743,-75.455993,249,0.498
13634,44.015154,-76.071663,3706,7.412
13635,44.286952,-75.281419,1108,2.216
13636,43.743443,-76.11655,237,0.47400000000000003
13637,44.106202,-75.818322,3720,7.44
13638,44.019961,-75.748228,401,0.802
13639,44.263676,-75.150529,172,0.34400000000000003
13640,44.303503,-76.02811,272,0.544
13641,44.273801,-76.003351,38,0.076
13642,44.335388,-75.455879,10055,20.11
13643,44.031812,-75.717094,30,0.06
13646,44.446082,-75.674198,1879,3.758
13647,44.605875,-74.98058,89,0.178
13648,44.150623,-75.318207,2056,4.112
13650,43.81131,-76.216097,1559,3.118
13651,43.866158,-76.176966,112,0.224
13652,44.432661,-75.186773,1544,3.088
13654,44.577138,-75.436852,2603,5.206
13655,44.981859,-74.65015,3418,6.836
13656,44.193265,-75.954645,2834,5.668
13658,44.747782,-75.271203,2414,4.828
13659,43.738005,-75.86338,382,0.764
13660,44.773868,-75.160958,1641,3.282
13661,43.70962,-76.098396,1609,3.218
13662,44.933698,-74.883295,16179,32.358000000000004
13664,44.584013,-75.64546,348,0.6960000000000001
13665,44.04846,-75.434366,626,1.252
13666,44.218485,-74.926076,240,0.48
13667,44.837267,-74.960097,2781,5.562
13668,44.75482,-74.986306,3196,6.392
