Date,Hour,Type,Solve Time
2024-06-17,0,SCED,1.1008
2024-06-17,1,SCED,1.025
2024-06-17,2,SCED,1.0024
2024-06-17,3,SCED,0.9957
2024-06-17,4,SCED,2.6014
2024-06-17,5,SCED,1.0095
2024-06-17,6,SCED,0.9657
2024-06-17,7,SCED,0.977
2024-06-17,8,SCED,1.0494
2024-06-17,9,SCED,0.9732
2024-06-17,10,SCED,0.9613
2024-06-17,11,SCED,1.2408
2024-06-17,12,SCED,1.1087
2024-06-17,13,SCED,1.1525
2024-06-17,14,SCED,1.0175
2024-06-17,15,SCED,1.0356
2024-06-17,16,SCED,1.0236
2024-06-17,17,SCED,2.5786
2024-06-17,18,SCED,1.0131
2024-06-17,19,SCED,1.0013
2024-06-17,20,SCED,1.0044
2024-06-17,21,SCED,1.1235
2024-06-17,22,SCED,1.0277
2024-06-17,23,SCED,1.0153
