Date,Hour,Type,Solve Time
2024-06-17,0,SCED,1.9091
2024-06-17,1,SCED,2.4853
2024-06-17,2,SCED,1.7443
2024-06-17,3,SCED,1.7537
2024-06-17,4,SCED,1.6816
2024-06-17,5,SCED,3.6694
2024-06-17,6,SCED,1.0698
2024-06-17,7,SCED,1.0708
2024-06-17,8,SCED,1.1291
2024-06-17,9,SCED,1.4234
2024-06-17,10,SCED,1.0926
2024-06-17,11,SCED,1.0933
2024-06-17,12,SCED,1.4147
2024-06-17,13,SCED,1.6431
2024-06-17,14,SCED,1.5631
2024-06-17,15,SCED,1.5976
2024-06-17,16,SCED,1.264
2024-06-17,17,SCED,1.2643
2024-06-17,18,SCED,1.6474
2024-06-17,19,SCED,1.2985
2024-06-17,20,SCED,4.5365
2024-06-17,21,SCED,2.0098
2024-06-17,22,SCED,1.9278
2024-06-17,23,SCED,1.3918
